,SK_ID_BUREAU,MONTHS_BALANCE,STATUS
2511479,5828832,-16,C
2511480,5828832,-17,C
2511481,5828832,-18,C
2511482,5828832,-19,C
2511483,5828832,-20,C
2511484,5828832,-21,C
2511485,5828832,-22,C
2511486,5828832,-23,C
2511487,5828832,-24,C
2511488,5828832,-25,C
2511489,5828832,-26,C
2511490,5828832,-27,C
2511491,5828832,-28,C
2511492,5828832,-29,C
2511493,5828832,-30,0
2511494,5828832,-31,0
2511495,5828832,-32,0
2511496,5828832,-33,0
2511497,5828832,-34,0
2511498,5828832,-35,0
2511499,5828832,-36,0
2511500,5828832,-37,0
2511501,5828832,-38,0
2511502,5828832,-39,0
2511503,5828832,-40,0
2511504,5828832,-41,0
2511505,5828832,-42,0
2511506,5828832,-43,0
2511507,5828832,-44,0
3050989,5574780,0,C
3050990,5574780,-1,C
3050991,5574780,-2,C
3050992,5574780,-3,C
3050993,5574780,-4,C
3050994,5574780,-5,C
3050995,5574780,-6,C
3050996,5574780,-7,C
3050997,5574780,-8,C
3050998,5574780,-9,C
3050999,5574780,-10,C
3051000,5574780,-11,C
3051001,5574780,-12,C
3051002,5574780,-13,C
3051003,5574780,-14,C
3051004,5574780,-15,C
3051005,5574780,-16,C
3051006,5574780,-17,C
3051007,5574780,-18,C
3051008,5574780,-19,C
3051009,5574780,-20,C
3051010,5574780,-21,C
3051011,5574780,-22,C
3051012,5574780,-23,C
3051013,5574780,-24,C
3051014,5574780,-25,C
3051015,5574780,-26,C
3051016,5574780,-27,C
3051017,5574780,-28,C
3051018,5574780,-29,C
3051019,5574780,-30,C
3051020,5574780,-31,C
3051021,5574780,-32,C
3051022,5574780,-33,C
3051023,5574780,-34,C
3051024,5574780,-35,C
3051025,5574780,-36,C
3051026,5574780,-37,C
3051027,5574780,-38,C
3051028,5574780,-39,C
3051029,5574780,-40,C
3051030,5574780,-41,C
3051031,5574780,-42,C
3051032,5574780,-43,C
3051033,5574780,-44,C
3051034,5574780,-45,C
3051035,5574780,-46,C
3051036,5574780,-47,C
3051037,5574780,-48,C
3051038,5574780,-49,C
3051039,5574780,-50,C
3051040,5574780,-51,C
3051041,5574780,-52,C
3051042,5574780,-53,C
3051043,5574780,-54,C
3051044,5574780,-55,C
3051045,5574780,-56,C
3051046,5574780,-57,C
3051047,5574780,-58,C
3051048,5574780,-59,C
3051049,5574780,-60,C
3051050,5574780,-61,C
3051051,5574780,-62,C
3051052,5574780,-63,C
3051053,5574780,-64,X
3051054,5574780,-65,X
3051055,5574780,-66,X
3051056,5574780,-67,X
3051057,5574780,-68,X
3051058,5574780,-69,X
3051059,5574780,-70,X
3051060,5574780,-71,X
3051061,5574780,-72,X
3051062,5574780,-73,X
3051063,5574780,-74,X
3051064,5574780,-75,X
3051065,5574780,-76,X
3051066,5574780,-77,X
3051067,5574780,-78,X
3051068,5574780,-79,X
3051069,5574780,-80,X
3051070,5574780,-81,X
3051071,5574780,-82,X
3051072,5574780,-83,X
3051073,5574780,-84,X
3051074,5574780,-85,X
3051075,5574780,-86,X
3051076,5574780,-87,X
3051077,5574780,-88,X
3051078,5574780,-89,X
3051079,5574781,0,C
3051080,5574781,-1,C
3051081,5574781,-2,C
3051082,5574781,-3,C
3051083,5574781,-4,C
3051084,5574781,-5,C
3051085,5574781,-6,C
3051086,5574781,-7,C
3051087,5574781,-8,C
3051088,5574781,-9,C
3051089,5574781,-10,C
3051090,5574781,-11,C
3051091,5574781,-12,C
3051092,5574781,-13,C
3051093,5574781,-14,C
3051094,5574781,-15,C
3051095,5574781,-16,C
3051096,5574781,-17,C
3051097,5574781,-18,C
3051098,5574781,-19,C
3051099,5574781,-20,C
3051100,5574781,-21,C
3051101,5574781,-22,C
3051102,5574781,-23,C
3051103,5574781,-24,C
3051104,5574781,-25,C
3051105,5574781,-26,C
3051106,5574781,-27,C
3051107,5574781,-28,C
3051108,5574781,-29,C
3051109,5574781,-30,C
3051110,5574781,-31,C
3051111,5574781,-32,C
3051112,5574781,-33,C
3051113,5574781,-34,C
3051114,5574781,-35,C
3051115,5574781,-36,C
3051116,5574781,-37,C
3051117,5574781,-38,C
3051118,5574781,-39,C
3051119,5574781,-40,C
3051120,5574781,-41,C
3051121,5574781,-42,C
3051122,5574781,-43,C
3051123,5574781,-44,C
3051124,5574781,-45,C
3051125,5574781,-46,C
3051126,5574781,-47,C
3051127,5574781,-48,C
3051128,5574781,-49,C
3051129,5574781,-50,C
3051130,5574781,-51,C
3051131,5574781,-52,C
3051132,5574781,-53,C
3051133,5574781,-54,C
3051134,5574781,-55,C
3051135,5574781,-56,C
3051136,5574781,-57,C
3051137,5574781,-58,C
3051138,5574781,-59,C
3051139,5574781,-60,C
3051140,5574781,-61,C
3051141,5574781,-62,C
3051142,5574781,-63,C
3051143,5574781,-64,X
3051144,5574781,-65,X
3051145,5574781,-66,X
3051146,5574781,-67,X
3051147,5574781,-68,X
3051148,5574781,-69,X
3051149,5574781,-70,X
3051150,5574781,-71,X
3051151,5574781,-72,X
3051152,5574781,-73,X
3051153,5574781,-74,X
3051154,5574781,-75,X
3051155,5574781,-76,X
3051156,5574781,-77,X
3051157,5574781,-78,X
3051158,5574781,-79,X
3051159,5574781,-80,X
3051160,5574781,-81,X
3051161,5574781,-82,X
3051162,5574781,-83,X
3051163,5574781,-84,X
3051164,5574781,-85,X
3051165,5574781,-86,X
3051166,5574781,-87,X
3051167,5574781,-88,X
3051168,5574781,-89,X
3935368,5832095,0,0
3935369,5832095,-1,0
3935370,5832095,-2,0
3935371,5832095,-3,0
3935372,5832095,-4,0
3935373,5832095,-5,0
3935374,5832095,-6,0
3935375,5832095,-7,0
3935376,5832095,-8,0
3935377,5832095,-9,0
3935378,5832095,-10,0
3935379,5832095,-11,0
3935380,5832095,-12,0
3935381,5832095,-13,0
3935382,5832095,-14,0
3935383,5832095,-15,0
3935384,5832095,-16,X
3935385,5832096,0,0
3935386,5832096,-1,0
3935387,5832096,-2,0
3935388,5832096,-3,0
3935389,5832096,-4,0
3935390,5832096,-5,0
3935391,5832096,-6,0
3935392,5832096,-7,0
3935393,5832096,-8,0
3935394,5832096,-9,0
3935395,5832096,-10,0
3935396,5832096,-11,0
3935397,5832096,-12,0
3935398,5832096,-13,0
3935399,5832096,-14,0
3935400,5832096,-15,0
3935401,5832096,-16,X
4040588,5896630,0,C
4040589,5896630,-1,C
4040590,5896630,-2,C
4040591,5896630,-3,C
4040592,5896630,-4,C
4040593,5896630,-5,C
4040594,5896630,-6,C
4040595,5896630,-7,C
4040596,5896630,-8,C
4040597,5896630,-9,C
4040598,5896630,-10,C
4040599,5896630,-11,C
4040600,5896630,-12,C
4040601,5896630,-13,C
4040602,5896630,-14,C
4040603,5896630,-15,C
4040604,5896630,-16,C
4040605,5896630,-17,C
4040606,5896630,-18,C
4040607,5896630,-19,0
4040608,5896630,-20,X
4040609,5896630,-21,X
4040610,5896630,-22,0
4040611,5896630,-23,0
4040612,5896630,-24,X
4040613,5896630,-25,X
4040614,5896630,-26,X
4040615,5896630,-27,X
4040616,5896630,-28,X
4040617,5896631,0,C
4040618,5896631,-1,C
4040619,5896631,-2,C
4040620,5896631,-3,C
4040621,5896631,-4,C
4040622,5896631,-5,C
4040623,5896631,-6,C
4040624,5896631,-7,C
4040625,5896631,-8,C
4040626,5896631,-9,C
4040627,5896631,-10,C
4040628,5896631,-11,C
4040629,5896631,-12,C
4040630,5896631,-13,C
4040631,5896631,-14,C
4040632,5896631,-15,C
4040633,5896631,-16,C
4040634,5896631,-17,C
4040635,5896631,-18,C
4040636,5896631,-19,C
4040637,5896631,-20,C
4040638,5896631,-21,C
4040639,5896631,-22,C
4040640,5896631,-23,C
4040641,5896631,-24,C
4040642,5896631,-25,C
4040643,5896631,-26,C
4040644,5896631,-27,C
4040645,5896631,-28,C
4040646,5896631,-29,0
4040647,5896632,0,C
4040648,5896632,-1,C
4040649,5896632,-2,C
4040650,5896632,-3,C
4040651,5896632,-4,C
4040652,5896632,-5,C
4040653,5896632,-6,C
4040654,5896632,-7,C
4040655,5896632,-8,C
4040656,5896632,-9,C
4040657,5896632,-10,C
4040658,5896632,-11,C
4040659,5896632,-12,C
4040660,5896632,-13,C
4040661,5896632,-14,C
4040662,5896632,-15,C
4040663,5896632,-16,C
4040664,5896632,-17,C
4040665,5896632,-18,X
4040666,5896632,-19,X
4040667,5896632,-20,X
4040668,5896632,-21,0
4040669,5896632,-22,X
4040670,5896632,-23,X
4040671,5896632,-24,X
4040672,5896632,-25,0
4040673,5896632,-26,X
4040674,5896632,-27,X
4040675,5896632,-28,X
4040676,5896633,0,C
4040677,5896633,-1,C
4040678,5896633,-2,C
4040679,5896633,-3,C
4040680,5896633,-4,C
4040681,5896633,-5,C
4040682,5896633,-6,C
4040683,5896633,-7,C
4040684,5896633,-8,C
4040685,5896633,-9,C
4040686,5896633,-10,C
4040687,5896633,-11,C
4040688,5896633,-12,C
4040689,5896633,-13,C
4040690,5896633,-14,C
4040691,5896633,-15,C
4040692,5896633,-16,C
4040693,5896633,-17,C
4040694,5896633,-18,C
4040695,5896633,-19,C
4040696,5896633,-20,C
4040697,5896633,-21,C
4040698,5896633,-22,C
4040699,5896633,-23,C
4040700,5896633,-24,C
4040701,5896633,-25,C
4040702,5896633,-26,C
4040703,5896633,-27,C
4040704,5896633,-28,C
4040705,5896633,-29,C
4040706,5896633,-30,C
4040707,5896633,-31,C
4040708,5896633,-32,C
4040709,5896633,-33,C
4040710,5896633,-34,C
4040711,5896633,-35,C
4040712,5896633,-36,C
4040713,5896633,-37,C
4040714,5896633,-38,C
4040715,5896633,-39,C
4040716,5896633,-40,C
4040717,5896633,-41,C
4040718,5896633,-42,C
4040719,5896633,-43,C
4040720,5896633,-44,X
4040721,5896633,-45,X
4040722,5896633,-46,0
4040723,5896633,-47,X
4040724,5896633,-48,X
4040725,5896633,-49,X
4040726,5896633,-50,X
4040727,5896633,-51,X
4040728,5896634,0,1
4040729,5896634,-1,0
4040730,5896634,-2,0
4040731,5896634,-3,0
4040732,5896634,-4,0
4040733,5896634,-5,0
4040734,5896634,-6,X
4040735,5896634,-7,0
4040736,5896634,-8,X
4040737,5896634,-9,X
4040738,5896634,-10,0
4040739,5896634,-11,0
4040740,5896634,-12,X
4040741,5896634,-13,0
4040742,5896634,-14,X
4040743,5896634,-15,0
4040744,5896634,-16,0
4040745,5896634,-17,X
4040746,5896634,-18,0
4040747,5896635,0,0
4040748,5896635,-1,X
4040749,5896636,0,0
4040750,5896636,-1,0
4040751,5896636,-2,0
4040752,5896636,-3,0
4040753,5896636,-4,0
4040754,5896636,-5,0
4040755,5896636,-6,0
4040756,5896636,-7,0
4040757,5896636,-8,0
4040758,5896636,-9,0
4040759,5896636,-10,0
4638386,5922083,0,C
4638387,5922083,-1,C
4638388,5922083,-2,C
4638389,5922083,-3,C
4638390,5922083,-4,C
4638391,5922083,-5,C
4638392,5922083,-6,C
4638393,5922083,-7,C
4638394,5922083,-8,C
4638395,5922083,-9,C
4638396,5922083,-10,C
4638397,5922083,-11,C
4638398,5922083,-12,C
4638399,5922083,-13,C
4638400,5922083,-14,C
4638401,5922083,-15,C
4638402,5922083,-16,C
4638403,5922083,-17,C
4638404,5922083,-18,C
4638405,5922083,-19,C
4638406,5922083,-20,C
4638407,5922083,-21,C
4638408,5922083,-22,C
4638409,5922083,-23,C
4638410,5922083,-24,C
4638411,5922083,-25,C
4638412,5922083,-26,C
4638413,5922083,-27,C
4638414,5922083,-28,C
4638415,5922083,-29,C
4638416,5922083,-30,C
4638417,5922083,-31,C
4638418,5922083,-32,C
4638419,5922083,-33,C
4638420,5922083,-34,C
4638421,5922083,-35,C
4638422,5922083,-36,C
4638423,5922083,-37,C
4638424,5922083,-38,C
4638425,5922083,-39,C
4638426,5922083,-40,C
4638427,5922083,-41,C
4638428,5922083,-42,C
4638429,5922083,-43,C
4638430,5922083,-44,1
4638431,5922083,-45,0
4638432,5922083,-46,0
4638433,5922083,-47,0
4638434,5922083,-48,0
4638435,5922083,-49,1
4638436,5922083,-50,1
4638437,5922083,-51,0
4638438,5922083,-52,0
4638439,5922083,-53,0
4638440,5922083,-54,0
4638441,5922083,-55,0
4638442,5922083,-56,0
4638443,5922083,-57,0
4638444,5922083,-58,0
4638445,5922083,-59,0
4638446,5922083,-60,0
4638447,5922083,-61,0
4638448,5922083,-62,0
4638449,5922083,-63,0
4638450,5922083,-64,0
4638451,5922083,-65,0
4957649,5231094,0,X
4957650,5231094,-1,X
4957651,5231094,-2,X
4957652,5231094,-3,X
4957653,5231094,-4,X
4957654,5231094,-5,X
4957655,5231094,-6,X
4957656,5231094,-7,X
4957657,5231094,-8,X
4957658,5231094,-9,X
4957659,5231094,-10,X
5023090,5727772,-20,C
5023091,5727772,-21,C
5023092,5727772,-22,C
5023093,5727772,-23,C
5023094,5727772,-24,C
5023095,5727772,-25,C
5023096,5727772,-26,C
5023097,5727772,-27,C
5023098,5727772,-28,C
5023099,5727772,-29,C
5023100,5727772,-30,C
5023101,5727772,-31,C
5023102,5727772,-32,C
5023103,5727772,-33,C
5023104,5727772,-34,C
5023105,5727772,-35,C
5023106,5727772,-36,C
5023107,5727772,-37,0
5023108,5727772,-38,0
5023109,5727772,-39,0
5023110,5727772,-40,0
5023111,5727772,-41,0
5023112,5727772,-42,0
5023113,5727772,-43,0
5023114,5727772,-44,0
5023115,5727772,-45,0
5023116,5727772,-46,0
5023117,5727772,-47,0
5023118,5727772,-48,0
5023119,5727773,-9,C
5023120,5727773,-10,C
5023121,5727773,-11,C
5023122,5727773,-12,C
5023123,5727773,-13,C
5023124,5727773,-14,C
5023125,5727773,-15,C
5023126,5727773,-16,C
5023127,5727773,-17,C
5023128,5727773,-18,C
5023129,5727773,-19,C
5023130,5727773,-20,C
5023131,5727773,-21,C
5023132,5727773,-22,C
5023133,5727773,-23,C
5023134,5727773,-24,C
5023135,5727773,-25,C
5023136,5727773,-26,0
5023137,5727773,-27,0
5023138,5727773,-28,0
5023139,5727773,-29,0
5023140,5727773,-30,0
5023141,5727773,-31,0
5023142,5727773,-32,0
5023143,5727773,-33,0
5023144,5727773,-34,0
5023145,5727773,-35,0
5023146,5727773,-36,0
5023147,5727773,-37,0
5282058,6369797,0,X
5282059,6369797,-1,X
5282060,6369797,-2,X
5282061,6369797,-3,X
5282062,6369797,-4,X
5282063,6369797,-5,X
5282064,6369797,-6,X
5820061,5038523,-13,X
5820062,5038523,-14,X
5820063,5038523,-15,0
5820064,5038523,-16,0
5820065,5038523,-17,0
5820066,5038523,-18,0
5820067,5038523,-19,0
5820068,5038523,-20,0
5820069,5038523,-21,0
5820070,5038523,-22,0
5820071,5038523,-23,0
5820072,5038523,-24,0
5820073,5038523,-25,0
5820074,5038523,-26,0
5820075,5038523,-27,0
5820076,5038523,-28,0
5820077,5038523,-29,0
5820078,5038523,-30,0
5820079,5038523,-31,0
5820080,5038524,-27,X
5820081,5038524,-28,X
5820082,5038524,-29,0
5820083,5038524,-30,0
5820084,5038524,-31,0
5820085,5038524,-32,0
5820086,5038524,-33,0
5820087,5038524,-34,0
5820088,5038524,-35,0
5820089,5038524,-36,0
5820090,5038524,-37,0
5820091,5038524,-38,0
5820092,5038524,-39,0
5820093,5038524,-40,0
5820094,5038524,-41,0
5820095,5038524,-42,0
5820096,5038524,-43,0
5820097,5038524,-44,0
5820098,5038524,-45,0
5820099,5038525,-27,X
5820100,5038525,-28,X
5820101,5038525,-29,0
5820102,5038525,-30,0
5820103,5038525,-31,0
5820104,5038525,-32,0
5820105,5038525,-33,0
5820106,5038525,-34,0
5820107,5038525,-35,0
5820108,5038525,-36,0
5820109,5038525,-37,0
5820110,5038525,-38,0
5820111,5038525,-39,0
5820112,5038525,-40,0
5820113,5038525,-41,0
5820114,5038525,-42,0
5820115,5038525,-43,0
5820116,5038525,-44,0
5820117,5038525,-45,0
5820118,5038526,0,X
5820119,5038526,-1,X
5820120,5038526,-2,0
5820121,5038526,-3,0
5820122,5038526,-4,0
5820123,5038526,-5,0
5820124,5038526,-6,0
5820125,5038526,-7,0
5820126,5038526,-8,0
5820127,5038526,-9,0
5820128,5038526,-10,0
5820129,5038526,-11,0
5820130,5038526,-12,0
5820131,5038526,-13,0
5820132,5038526,-14,0
5820133,5038526,-15,0
5820134,5038526,-16,0
5820135,5038526,-17,0
5820136,5038526,-18,0
5840139,6830335,0,C
5840140,6830335,-1,C
5840141,6830335,-2,C
5840142,6830335,-3,C
5840143,6830335,-4,C
5840144,6830335,-5,C
5840145,6830335,-6,C
5840146,6830335,-7,C
5840147,6830335,-8,C
5840148,6830335,-9,C
5840149,6830335,-10,C
5840150,6830335,-11,C
5840151,6830335,-12,C
5840152,6830335,-13,C
5840153,6830335,-14,C
5840154,6830335,-15,C
5840155,6830335,-16,C
5840156,6830335,-17,C
5840157,6830335,-18,C
5840158,6830335,-19,1
5840159,6830335,-20,0
5840160,6830335,-21,0
5840161,6830335,-22,0
5840162,6830335,-23,0
5840163,6830335,-24,0
5840164,6830335,-25,0
5840165,6830335,-26,0
5840166,6830335,-27,0
5840167,6830335,-28,0
5840168,6830335,-29,0
5840169,6830335,-30,0
6082583,6400405,0,X
6082584,6400405,-1,X
6082585,6400405,-2,X
6082586,6400405,-3,X
6082587,6400405,-4,X
6082588,6400405,-5,X
6082589,6400405,-6,X
6082590,6400405,-7,X
6082591,6400405,-8,X
6082592,6400405,-9,X
6082593,6400405,-10,X
6082594,6400405,-11,X
6082595,6400405,-12,X
6082596,6400405,-13,X
6082597,6400405,-14,X
6082598,6400405,-15,X
6082599,6400405,-16,X
6082600,6400405,-17,X
6082601,6400405,-18,X
6082602,6400405,-19,X
6082603,6400405,-20,X
6082604,6400405,-21,X
6082605,6400405,-22,X
6082606,6400405,-23,X
6082607,6400405,-24,X
6082608,6400405,-25,X
6082609,6400405,-26,X
6082610,6400405,-27,X
6082611,6400405,-28,X
6082612,6400405,-29,X
6082613,6400405,-30,X
6082614,6400405,-31,X
6082615,6400405,-32,X
6082616,6400405,-33,X
6082617,6400405,-34,X
6082618,6400405,-35,0
6082619,6400405,-36,X
6082620,6400405,-37,X
6082621,6400405,-38,X
6082622,6400405,-39,X
6082623,6400405,-40,X
6082624,6400405,-41,X
6082625,6400405,-42,X
6082626,6400405,-43,X
6082627,6400405,-44,X
6082628,6400405,-45,X
6082629,6400405,-46,X
6082630,6400405,-47,X
6082631,6400405,-48,X
6082632,6400406,0,C
6082633,6400406,-1,C
6082634,6400406,-2,C
6082635,6400406,-3,C
6082636,6400406,-4,C
6082637,6400406,-5,C
6082638,6400406,-6,C
6082639,6400406,-7,C
6082640,6400406,-8,C
6082641,6400406,-9,C
6082642,6400406,-10,C
6082643,6400406,-11,C
6082644,6400406,-12,C
6082645,6400406,-13,C
6082646,6400406,-14,C
6082647,6400406,-15,C
6082648,6400406,-16,C
6082649,6400406,-17,C
6082650,6400406,-18,C
6082651,6400406,-19,C
6082652,6400406,-20,C
6082653,6400406,-21,C
6082654,6400406,-22,C
6082655,6400406,-23,C
6082656,6400406,-24,C
6082657,6400406,-25,C
6082658,6400406,-26,C
6082659,6400406,-27,C
6082660,6400406,-28,C
6082661,6400406,-29,C
6082662,6400406,-30,C
6082663,6400406,-31,C
6082664,6400406,-32,C
6082665,6400406,-33,C
6082666,6400406,-34,C
6082667,6400406,-35,C
6082668,6400406,-36,C
6082669,6400406,-37,C
6082670,6400406,-38,C
6082671,6400406,-39,C
6082672,6400406,-40,C
6082673,6400406,-41,C
6082674,6400406,-42,C
6082675,6400406,-43,C
6082676,6400406,-44,C
6082677,6400406,-45,C
6082678,6400406,-46,C
6082679,6400406,-47,C
6082680,6400406,-48,C
6082681,6400406,-49,C
6082682,6400406,-50,C
6082683,6400406,-51,C
6082684,6400406,-52,C
6082685,6400406,-53,C
6082686,6400406,-54,C
6082687,6400406,-55,C
6082688,6400406,-56,C
6082689,6400406,-57,C
6082690,6400406,-58,C
6082691,6400406,-59,C
6082692,6400406,-60,C
6082693,6400406,-61,C
6082694,6400406,-62,C
6082695,6400406,-63,C
6082696,6400406,-64,C
6082697,6400406,-65,C
6082698,6400406,-66,C
6082699,6400406,-67,C
6082700,6400406,-68,C
6082701,6400406,-69,C
6082702,6400406,-70,C
6082703,6400406,-71,C
6082704,6400406,-72,C
6082705,6400406,-73,C
6082706,6400406,-74,C
6082707,6400406,-75,C
6082708,6400406,-76,C
6082709,6400406,-77,C
6082710,6400406,-78,C
6082711,6400406,-79,C
6082712,6400406,-80,C
6082713,6400406,-81,C
6082714,6400406,-82,C
6082715,6400406,-83,C
6082716,6400406,-84,0
6082717,6400406,-85,0
6082718,6400406,-86,0
6310425,6460631,-15,0
6310426,6460631,-16,0
6310427,6460631,-17,0
6310428,6460631,-18,0
6310429,6460631,-19,0
6310430,6460631,-20,0
6310431,6460631,-21,0
6310432,6460631,-22,0
6310433,6460631,-23,0
6310434,6460631,-24,0
6310435,6460631,-25,0
6310436,6460631,-26,0
6310437,6460631,-27,0
6310438,6460631,-28,0
6310439,6460631,-29,0
6310440,6460631,-30,0
6310441,6460631,-31,0
6310442,6460631,-32,0
6310443,6460631,-33,0
6310444,6460631,-34,0
6310445,6460631,-35,0
6310446,6460631,-36,0
6310447,6460631,-37,0
6310448,6460631,-38,0
6310449,6460631,-39,0
6310450,6460631,-40,0
6310451,6460631,-41,0
6310452,6460631,-42,0
6310453,6460632,-1,0
6310454,6460632,-2,0
6310455,6460632,-3,0
6310456,6460632,-4,0
6310457,6460632,-5,0
6310458,6460632,-6,0
6310459,6460632,-7,0
6310460,6460632,-8,0
6310461,6460632,-9,0
6310462,6460632,-10,0
6310463,6460632,-11,0
6310464,6460632,-12,0
6310465,6460632,-13,0
6310466,6460632,-14,0
6310467,6460632,-15,0
6310468,6460632,-16,0
6310469,6460632,-17,0
6310470,6460632,-18,0
6310471,6460632,-19,0
6310472,6460632,-20,0
6310473,6460632,-21,0
6310474,6460632,-22,0
6310475,6460632,-23,0
6310476,6460632,-24,0
6310477,6460632,-25,0
6310478,6460632,-26,0
6310479,6460632,-27,0
6310480,6460632,-28,0
6789181,5943236,0,X
6789182,5943236,-1,X
6789183,5943236,-2,X
6789184,5943236,-3,X
6789185,5943236,-4,X
6789186,5943236,-5,0
6789187,5943236,-6,X
10984887,5680685,0,1
10984888,5680685,-1,1
10984889,5680685,-2,0
10984890,5680685,-3,0
10984891,5680685,-4,0
10984892,5680685,-5,1
10984893,5680685,-6,0
10984894,5680685,-7,0
10984895,5680685,-8,0
10984896,5680685,-9,0
10984897,5680685,-10,0
10984898,5680685,-11,0
10984899,5680685,-12,0
11054690,5680682,-4,C
11054691,5680682,-5,C
11054692,5680682,-6,C
11054693,5680682,-7,C
11054694,5680682,-8,C
11054695,5680682,-9,C
11054696,5680682,-10,C
11054697,5680682,-11,C
11054698,5680682,-12,X
11054699,5680683,0,X
11054700,5680683,-1,X
11054701,5680683,-2,X
11054702,5680683,-3,X
11054703,5680683,-4,X
11054704,5680683,-5,X
11054705,5680683,-6,X
11054706,5680683,-7,X
11054707,5680683,-8,X
11054708,5680683,-9,X
11054709,5680683,-10,X
11054710,5680683,-11,X
11054711,5680683,-12,X
11054712,5680684,0,0
11054713,5680684,-1,0
11054714,5680684,-2,0
11054715,5680684,-3,0
11054716,5680684,-4,0
11054717,5680684,-5,X
11054718,5680684,-6,X
11054719,5680684,-7,X
11054720,5680684,-8,X
11054721,5680684,-9,X
11054722,5680684,-10,X
11054723,5680684,-11,X
11054724,5680684,-12,X
11054725,5680686,-76,C
11054726,5680686,-77,C
11054727,5680686,-78,C
11054728,5680686,-79,C
11054729,5680686,-80,C
11054730,5680686,-81,C
11054731,5680686,-82,C
11054732,5680686,-83,C
11054733,5680686,-84,C
11054734,5680686,-85,C
11054735,5680686,-86,C
11054736,5680686,-87,C
11054737,5680686,-88,0
11054738,5680686,-89,0
11054739,5680686,-90,0
11054740,5680686,-91,0
11054741,5680687,-83,C
11054742,5680687,-84,C
11054743,5680687,-85,C
11054744,5680687,-86,C
11054745,5680687,-87,C
11054746,5680687,-88,C
11054747,5680687,-89,C
11054748,5680687,-90,C
11054749,5680687,-91,C
11054750,5680687,-92,C
11054751,5680687,-93,C
11054752,5680687,-94,C
11054753,5680687,-95,0
11054754,5680688,-43,C
11054755,5680688,-44,C
11054756,5680688,-45,C
11054757,5680688,-46,C
11054758,5680688,-47,C
11054759,5680688,-48,C
11054760,5680688,-49,C
11054761,5680688,-50,C
11054762,5680688,-51,C
11054763,5680688,-52,C
11054764,5680688,-53,C
11054765,5680688,-54,C
11054766,5680688,-55,C
11054767,5680688,-56,C
11054768,5680688,-57,C
11054769,5680688,-58,C
11054770,5680688,-59,C
11054771,5680688,-60,C
11054772,5680688,-61,C
11054773,5680688,-62,C
11054774,5680688,-63,C
11054775,5680688,-64,C
11054776,5680688,-65,C
11054777,5680688,-66,C
11054778,5680688,-67,C
11054779,5680688,-68,C
11054780,5680688,-69,C
11054781,5680688,-70,C
11054782,5680688,-71,C
11054783,5680688,-72,C
11054784,5680688,-73,C
11054785,5680688,-74,C
11054786,5680688,-75,C
11054787,5680688,-76,C
11054788,5680688,-77,C
11054789,5680688,-78,C
11054790,5680688,-79,C
11054791,5680688,-80,C
11054792,5680688,-81,C
11054793,5680688,-82,0
11054794,5680688,-83,1
11054795,5680688,-84,0
11054796,5680689,0,C
11054797,5680689,-1,C
11054798,5680689,-2,C
11054799,5680689,-3,C
11054800,5680689,-4,C
11054801,5680689,-5,C
11054802,5680689,-6,0
11054803,5680689,-7,1
11054804,5680689,-8,0
11054805,5680690,0,C
11054806,5680690,-1,C
11054807,5680690,-2,C
11054808,5680690,-3,C
11054809,5680690,-4,C
11054810,5680690,-5,C
11054811,5680690,-6,C
11054812,5680690,-7,C
11054813,5680690,-8,C
11054814,5680690,-9,C
11054815,5680690,-10,0
11054816,5680690,-11,0
11054817,5680691,-33,0
11054818,5680691,-34,0
11054819,5680691,-35,0
11054820,5680691,-36,0
11054821,5680691,-37,0
11054822,5680691,-38,0
11054823,5680691,-39,1
11054824,5680691,-40,0
11054825,5680691,-41,X
11054826,5680692,-31,C
11054827,5680692,-32,C
11054828,5680692,-33,C
11054829,5680692,-34,C
11054830,5680692,-35,C
11054831,5680692,-36,C
11054832,5680692,-37,C
11054833,5680692,-38,C
11054834,5680692,-39,C
11054835,5680692,-40,C
11054836,5680692,-41,C
11054837,5680692,-42,C
11054838,5680692,-43,X
11054839,5680693,0,0
11054840,5680693,-1,0
11054841,5680693,-2,0
11054842,5680693,-3,0
11054843,5680693,-4,0
11054844,5680693,-5,0
11054845,5680693,-6,0
11054846,5680693,-7,0
11054847,5680693,-8,0
11054848,5680693,-9,0
11054849,5680693,-10,0
11054850,5680693,-11,0
11054851,5680693,-12,0
11054852,5680693,-13,0
11054853,5680693,-14,0
11054854,5680693,-15,0
11054855,5680693,-16,0
11054856,5680693,-17,3
11054857,5680693,-18,2
11054858,5680693,-19,0
11054859,5680693,-20,0
11054860,5680693,-21,0
11054861,5680693,-22,0
11054862,5680693,-23,0
11054863,5680693,-24,0
11054864,5680693,-25,1
11054865,5680693,-26,0
11054866,5680693,-27,1
11054867,5680693,-28,0
11054868,5680693,-29,0
11054869,5680693,-30,0
11054870,5680693,-31,0
11054871,5680693,-32,1
11054872,5680693,-33,0
11054873,5680693,-34,0
11054874,5680693,-35,0
11054875,5680693,-36,0
11054876,5680693,-37,0
11054877,5680693,-38,0
11054878,5680693,-39,0
11054879,5680693,-40,0
11054880,5680693,-41,0
11054881,5680693,-42,0
11054882,5680693,-43,0
11054883,5680693,-44,X
11054884,5680694,-47,C
11054885,5680694,-48,C
11054886,5680694,-49,C
11054887,5680694,-50,C
11054888,5680694,-51,C
11054889,5680694,-52,C
