,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
698295,1856124,100086,-48,53268.615,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,50278.815,53268.615,53268.615,0.0,0,0.0,0.0,33.0,Active,0,0
703330,2833536,100067,-49,12892.275,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,11945.745,12892.275,12892.275,0.0,0,0.0,0.0,37.0,Active,0,0
708768,1787234,100059,-6,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
711889,2137382,100042,-79,72269.055,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,69701.625,72269.055,72269.055,0.0,0,0.0,0.0,5.0,Active,0,0
718696,1472630,100047,-34,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
722863,1691588,100077,-5,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
723422,1852787,100066,-14,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
724151,2594025,100021,-8,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
744033,1914954,100028,-39,45.585,225000,0.0,0.0,0.0,0.0,9095.355,9354.645,9225.0,0.0,45.585,45.585,0.0,0,0.0,0.0,4.0,Active,0,0
763479,1595956,100100,-83,84487.635,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,81885.69,84487.635,84487.635,0.0,0,0.0,0.0,11.0,Active,0,0
764358,2137382,100042,-65,93118.455,90000,87750.0,87750.0,0.0,0.0,4078.8,4719.915,0.0,87108.885,93118.455,93118.455,3.0,3,0.0,0.0,19.0,Active,0,0
764913,1856124,100086,-47,50539.635,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,47643.615,50539.635,50539.635,0.0,0,0.0,0.0,34.0,Active,0,0
772622,2137382,100042,-23,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
773226,2628319,100082,-19,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
778090,1499902,100023,-4,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
783308,2038692,100013,-20,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
784463,1596605,100075,-3,167751.45,225000,83700.0,84395.25,0.0,695.25,7389.675,99000.0,99000.0,141288.345,148783.365,148783.365,11.0,12,0.0,1.0,6.0,Active,0,0
786332,1060558,100048,-14,0.0,225000,0.0,0.0,0.0,0.0,1996.38,3585.15,3585.15,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
787483,1856124,100086,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
788560,2628319,100082,-60,67.5,135000,0.0,0.0,0.0,0.0,67.5,159.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Active,0,0
796422,2038692,100013,-90,161420.22,157500,157500.0,157500.0,0.0,0.0,,0.0,0.0,157500.0,161420.22,161420.22,7.0,7,0.0,0.0,,Active,0,0
796780,1787234,100059,-5,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
798215,1856124,100086,-15,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
800274,1843384,100011,-60,130734.63,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,125885.97,130734.63,130734.63,0.0,0,0.0,0.0,15.0,Active,0,0
801323,2594025,100021,-3,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
804470,2628319,100082,-53,245.61,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.61,245.61,0.0,0,0.0,0.0,30.0,Active,152,0
808359,2038692,100013,-87,93446.46,157500,0.0,0.0,0.0,0.0,7875.0,27000.0,27000.0,89420.625,93446.46,93446.46,0.0,0,0.0,0.0,3.0,Active,0,0
817842,2137382,100042,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
825609,1472630,100047,-7,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
833177,1914954,100028,-15,9986.805,225000,0.0,9839.475,0.0,9839.475,7666.83,7875.0,7875.0,9631.305,9631.305,9631.305,0.0,3,0.0,3.0,26.0,Active,0,0
834295,1856124,100086,-26,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
834559,2628319,100082,-27,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
842417,2833536,100067,-37,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
843354,1856124,100086,-62,89976.555,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,86253.3,89976.555,89976.555,0.0,0,0.0,0.0,19.0,Active,1,1
845273,1565121,100083,-14,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
852520,2137382,100042,-30,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
862440,1843384,100011,-19,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
863870,1914954,100028,-19,7845.48,225000,0.0,8449.74,0.0,8449.74,7926.3,9000.0,9000.0,7445.34,7845.48,7845.48,0.0,5,0.0,5.0,22.0,Active,0,0
864767,1060558,100048,-7,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
870323,2628319,100082,-25,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
871303,1852787,100066,-9,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
874505,1856124,100086,-31,67.5,112500,0.0,0.0,0.0,0.0,91.89,641.43,450.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.0,Active,0,0
884515,1565121,100083,-12,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
885521,2833536,100067,-63,37881.27,45000,0.0,0.0,0.0,0.0,2250.0,4500.0,4500.0,36528.435,37881.27,37881.27,0.0,0,0.0,0.0,23.0,Active,0,0
887811,1472630,100047,-31,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
889598,2833536,100067,-41,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
892651,2628319,100082,-78,56399.31,135000,45000.0,45000.0,0.0,0.0,6750.0,6750.0,6750.0,53645.085,56399.31,56399.31,1.0,1,0.0,0.0,10.0,Active,0,0
902022,2038692,100013,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
904387,1914954,100028,-27,8360.055,225000,0.0,8245.8,0.0,8245.8,7560.09,7650.0,7650.0,8155.89,8360.055,8360.055,0.0,6,0.0,6.0,14.0,Active,0,0
907127,1852787,100066,-12,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
911002,1856124,100086,-83,0.0,112500,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
920036,2444847,100090,-27,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
923048,1595956,100100,-39,91336.545,90000,36000.0,36000.0,0.0,0.0,4500.0,0.0,0.0,82688.985,91336.545,91336.545,2.0,2,0.0,0.0,46.0,Active,1,1
928871,2833536,100067,-87,0.0,45000,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,Active,0,0
941947,1843384,100011,-39,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,-563.355,-563.355,0.0,0,0.0,0.0,33.0,Active,0,0
945389,2137382,100042,-57,86862.15,90000,4500.0,9281.7,0.0,4781.7,4500.0,9000.0,9000.0,83099.07,86862.15,86862.15,1.0,2,0.0,1.0,27.0,Active,0,0
947166,2628319,100082,-18,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
949929,2038692,100013,-60,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
951123,1856124,100086,-54,73763.685,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,70434.225,73763.685,73763.685,0.0,0,0.0,0.0,27.0,Active,1,1
952465,1060558,100048,-5,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
958474,2038692,100013,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
958716,1852787,100066,-1,0.0,9000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
984582,2628319,100082,-73,74056.23,135000,0.0,0.0,0.0,0.0,6750.0,22500.0,22500.0,70115.175,74056.23,74056.23,0.0,0,0.0,0.0,15.0,Active,0,0
984731,2628319,100082,-56,245.61,135000,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,245.61,245.61,0.0,0,0.0,0.0,29.0,Active,63,0
985601,2628319,100082,-89,0.0,135000,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
992950,1856124,100086,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
996437,1856124,100086,-82,0.0,112500,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1000959,1856124,100086,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1008220,2594025,100021,-14,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1010531,2628319,100082,-32,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1013409,2833536,100067,-9,41976.0,45000,0.0,0.0,0.0,0.0,2250.0,4275.0,4275.0,40416.3,41976.0,41976.0,0.0,0,0.0,0.0,57.0,Active,0,0
1017632,1843384,100011,-10,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1019432,2038692,100013,-86,70094.25,157500,0.0,0.0,0.0,0.0,7875.0,27000.0,27000.0,66446.46,70094.25,70094.25,0.0,0,0.0,0.0,4.0,Active,0,0
1023907,2833536,100067,-40,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1030182,1914954,100028,-13,11342.025,225000,0.0,11385.72,0.0,11385.72,8600.805,9000.0,9000.0,10986.525,10986.525,10986.525,0.0,3,0.0,3.0,28.0,Active,0,0
1034852,1914954,100028,-17,7101.09,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,6365.835,6745.59,6745.59,0.0,0,0.0,0.0,24.0,Active,0,0
1041912,1856124,100086,-45,44927.415,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,42155.01,44927.415,44927.415,0.0,0,0.0,0.0,36.0,Active,0,0
1046905,1565121,100083,-17,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1047771,1060558,100048,-1,280.89,225000,0.0,0.0,0.0,0.0,2250.0,23400.0,23400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
1058109,2444847,100090,-25,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1061617,1843384,100011,-44,54117.45,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,50544.765,54117.45,54117.45,0.0,0,0.0,0.0,31.0,Active,0,0
1061697,2833536,100067,-52,18723.375,45000,0.0,0.0,0.0,0.0,2250.0,9801.0,9801.0,17629.695,18723.375,18723.375,0.0,0,0.0,0.0,34.0,Active,0,0
1066638,1843384,100011,-67,158878.845,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,153659.97,158878.845,158878.845,0.0,0,0.0,0.0,8.0,Active,0,0
1067160,1472630,100047,-36,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1067964,2137382,100042,-17,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1077827,2038692,100013,-88,116420.625,157500,0.0,0.0,0.0,0.0,7875.0,27000.0,27000.0,112161.6,116420.625,116420.625,0.0,0,0.0,0.0,2.0,Active,0,0
1080602,1595956,100100,-71,87376.275,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,84774.33,87376.275,87376.275,0.0,0,0.0,0.0,23.0,Active,0,0
1084482,2628319,100082,-70,33306.12,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,30553.92,33306.12,33306.12,0.0,0,0.0,0.0,18.0,Active,0,0
1086495,1843384,100011,-72,177544.35,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,172044.54,177544.35,177544.35,0.0,0,0.0,0.0,3.0,Active,0,0
1086822,2137382,100042,-82,90097.47,90000,0.0,14544.0,14544.0,0.0,4500.0,4342.5,4342.5,86870.97,90097.47,90097.47,0.0,1,1.0,0.0,2.0,Active,1,0
1098826,1595956,100100,-55,51873.435,90000,0.0,0.0,0.0,0.0,4500.0,9360.0,9360.0,49706.415,51873.435,51873.435,0.0,0,0.0,0.0,39.0,Active,0,0
1100189,2137382,100042,-11,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1104545,1856124,100086,-27,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1108129,2444847,100090,-21,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1108228,1209367,100049,-11,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1116506,1856124,100086,-51,61036.92,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,57878.865,61036.92,61036.92,0.0,0,0.0,0.0,30.0,Active,0,0
1126156,1595956,100100,-30,42029.595,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,39930.57,42029.595,42029.595,0.0,0,0.0,0.0,55.0,Active,0,0
1130968,1843384,100011,-42,0.0,180000,0.0,0.0,0.0,0.0,804.195,1367.55,0.0,0.0,-563.355,-563.355,0.0,0,0.0,0.0,33.0,Active,0,0
1131344,2628319,100082,-41,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,-69.39,-69.39,0.0,0,0.0,0.0,30.0,Active,0,0
1133054,1914954,100028,-40,9137.07,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,8279.055,9137.07,9137.07,0.0,0,0.0,0.0,3.0,Active,0,0
1135501,1856124,100086,-77,111720.735,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,107476.065,111828.06,111935.385,0.0,0,0.0,0.0,4.0,Active,0,0
1143304,1557583,100043,-30,393386.355,427500,0.0,0.0,0.0,0.0,21026.475,45000.0,24506.775,387364.545,393386.355,393386.355,0.0,0,0.0,0.0,2.0,Active,0,0
1155882,2444847,100090,-5,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1161080,2628319,100082,-64,35404.38,135000,31500.0,31500.0,0.0,0.0,0.0,3.69,0.0,31496.31,35404.38,35404.38,1.0,1,0.0,0.0,21.0,Active,0,0
1165002,2628319,100082,-46,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1168946,1060558,100048,-23,98006.355,225000,0.0,0.0,0.0,0.0,6557.445,18000.0,18000.0,95148.765,99112.995,99112.995,0.0,0,0.0,0.0,7.0,Active,0,0
1171323,1595956,100100,-21,0.0,90000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1173883,2628319,100082,-62,67.5,135000,0.0,0.0,0.0,0.0,278.73,505.62,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Active,0,0
1176368,2628319,100082,-61,67.5,135000,0.0,0.0,0.0,0.0,67.5,226.89,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
1189825,1843384,100011,-70,170289.72,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,164901.915,170289.72,170289.72,0.0,0,0.0,0.0,5.0,Active,0,0
1190262,1787234,100059,-2,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
1190482,1843384,100011,-47,69977.745,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,66109.95,69977.745,69977.745,0.0,0,0.0,0.0,28.0,Active,0,0
1194152,1595956,100100,-35,75705.075,90000,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,70753.995,75705.075,75705.075,0.0,0,0.0,0.0,50.0,Active,1,1
1202827,2833536,100067,-23,30945.825,45000,0.0,0.0,0.0,0.0,2250.0,8775.0,8775.0,29720.295,30945.825,30945.825,0.0,0,0.0,0.0,43.0,Active,0,0
1204730,2833536,100067,-56,31053.645,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,29818.845,31053.645,31053.645,0.0,0,0.0,0.0,30.0,Active,0,0
1205569,2137382,100042,-54,92211.93,90000,0.0,86580.0,86580.0,0.0,4500.0,66150.0,66150.0,85974.975,92211.93,92211.93,0.0,1,1.0,0.0,30.0,Active,0,0
1209261,2137382,100042,-69,60842.43,90000,22500.0,22500.0,0.0,0.0,4500.0,13500.0,13500.0,56258.91,60842.43,60842.43,2.0,2,0.0,0.0,15.0,Active,0,0
1211353,1914954,100028,-43,8269.425,225000,0.0,0.0,0.0,0.0,,2250.0,2250.0,6750.0,8269.425,8269.425,0.0,0,0.0,0.0,,Active,0,0
1216114,2038692,100013,-51,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,-274.32,-274.32,0.0,0,0.0,0.0,22.0,Active,0,0
1217824,1856124,100086,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1218942,2137382,100042,-51,80894.52,90000,0.0,7074.0,0.0,7074.0,4500.0,9000.0,9000.0,78419.52,80894.52,80894.52,0.0,1,0.0,1.0,33.0,Active,0,0
1220218,2038692,100013,-58,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1224846,1209367,100049,-7,82449.135,90000,72000.0,73990.935,0.0,1990.935,0.0,6750.0,4500.0,77722.83,78412.635,78412.635,3.0,6,0.0,3.0,0.0,Active,0,0
1232798,1472630,100047,-17,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1233616,2038692,100013,-42,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1234819,1595956,100100,-24,0.0,90000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1238138,2628319,100082,-76,97815.33,135000,0.0,0.0,0.0,0.0,6750.0,29250.0,29250.0,93298.365,97815.33,97815.33,0.0,0,0.0,0.0,12.0,Active,0,0
1238243,2038692,100013,-54,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,-274.32,-274.32,0.0,0,0.0,0.0,22.0,Active,0,0
1242745,2038692,100013,-16,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1244466,1565121,100083,-18,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1248530,2038692,100013,-37,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1260726,2038692,100013,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1261789,2137382,100042,-55,65544.975,90000,0.0,0.0,0.0,0.0,4500.0,20385.0,20385.0,63048.105,65544.975,65544.975,0.0,0,0.0,0.0,29.0,Active,0,0
1262262,1914954,100028,-47,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1262400,2833536,100067,-47,67.5,45000,0.0,0.0,0.0,0.0,191.88,427.725,0.0,0.0,-168.345,-168.345,0.0,0,0.0,0.0,39.0,Active,0,0
1267898,2833536,100067,-71,47478.645,45000,3600.0,3600.0,0.0,0.0,2250.0,2250.0,2250.0,44566.38,47478.645,47478.645,1.0,1,0.0,0.0,15.0,Active,0,0
1271650,2444847,100090,-3,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1272681,1914954,100028,-6,0.0,225000,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1278133,1472630,100047,-32,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1278805,2594025,100021,-2,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
1281205,2628319,100082,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1292503,1499902,100023,-7,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1292922,1843384,100011,-55,108744.615,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,104242.365,108744.615,108744.615,0.0,0,0.0,0.0,20.0,Active,0,0
1300193,1557583,100043,-32,401864.085,427500,0.0,0.0,0.0,0.0,,22500.0,1281.78,401864.085,401864.085,401864.085,0.0,0,0.0,0.0,,Active,0,0
1301714,1856124,100086,-52,63503.865,112500,0.0,0.0,0.0,0.0,5625.0,11250.0,11250.0,60244.65,63503.865,63503.865,0.0,0,0.0,0.0,29.0,Active,0,0
1302323,1472630,100047,-23,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1304226,1914954,100028,-16,7666.83,225000,0.0,7358.13,0.0,7358.13,7070.67,7200.0,7200.0,7228.8,7311.33,7311.33,0.0,2,0.0,2.0,25.0,Active,0,0
1306045,1557583,100043,-18,342162.405,427500,0.0,0.0,0.0,0.0,18288.675,17100.0,0.0,336942.81,342162.405,342162.405,0.0,0,0.0,0.0,14.0,Active,0,0
1306485,1060558,100048,-21,166621.005,225000,0.0,0.0,0.0,0.0,8576.685,9000.0,9000.0,162533.655,168022.8,168022.8,0.0,0,0.0,0.0,9.0,Active,0,0
1313905,2628319,100082,-71,37303.92,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,34433.325,37303.92,37303.92,0.0,0,0.0,0.0,17.0,Active,0,0
1316362,1565121,100083,-26,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1317241,2628319,100082,-52,245.61,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.61,245.61,0.0,0,0.0,0.0,30.0,Active,183,0
1321978,2833536,100067,-58,33084.09,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,31816.575,33084.09,33084.09,0.0,0,0.0,0.0,28.0,Active,0,0
1324112,2137382,100042,-49,72140.535,90000,0.0,1775.79,0.0,1775.79,4500.0,13500.0,13500.0,69603.57,72140.535,72140.535,0.0,2,0.0,2.0,35.0,Active,0,0
1326290,1856124,100086,-14,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1326857,1914954,100028,-44,9922.815,225000,9000.0,9000.0,0.0,0.0,,,0.0,9000.0,9027.315,9027.315,1.0,1,0.0,0.0,,Active,0,0
1329474,1595956,100100,-22,0.0,90000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1330196,2628319,100082,-15,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1331124,1856124,100086,-72,107676.09,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,103525.425,107836.2,107996.31,0.0,0,0.0,0.0,9.0,Active,0,0
1340579,2137382,100042,-14,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1341690,2038692,100013,-63,67.5,157500,0.0,0.0,0.0,0.0,67.5,409.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
1342229,2628319,100082,-83,74890.62,135000,0.0,0.0,0.0,0.0,6750.0,22500.0,22500.0,71057.25,74890.62,74890.62,0.0,0,0.0,0.0,5.0,Active,0,0
