,SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
962198,1548007,100061,1.0,1,-1191.0,-1203.0,26472.24,26472.24
962968,1811514,100027,1.0,1,-441.0,-452.0,21569.22,21569.22
964572,2038692,100013,0.0,101,-379.0,-379.0,274.32,274.32
965469,2411919,100023,1.0,5,-1699.0,-1719.0,7992.0,7992.0
965673,2604725,100042,1.0,3,-1154.0,-1155.0,38934.18,38934.18
965741,1923010,100037,1.0,3,-2521.0,-2533.0,25595.82,25595.82
966709,1060558,100048,0.0,20,-636.0,-636.0,423.315,423.315
967444,1060558,100048,0.0,24,-574.0,-574.0,827.73,827.73
968207,1212261,100053,1.0,1,-320.0,-334.0,10720.35,10720.35
968502,1817195,100086,1.0,10,-2787.0,-2786.0,2668.5,2668.5
969529,1025031,100078,1.0,18,-1054.0,-1054.0,11508.3,11508.3
969719,1811514,100027,1.0,10,-171.0,-179.0,21569.22,21569.22
970159,1642618,100071,1.0,2,-993.0,-1005.0,60289.425,60289.425
971746,2384838,100037,1.0,2,-479.0,-494.0,17813.25,17813.25
972088,1212261,100053,1.0,2,-290.0,-290.0,10720.35,10720.35
972186,1362017,100069,1.0,11,-356.0,-357.0,13345.695,13345.695
972206,1585092,100089,1.0,10,-1491.0,-1513.0,13607.055,13607.055
972808,1157409,100097,1.0,3,-2342.0,-2360.0,6744.825,6744.825
973641,2134202,100055,1.0,2,-723.0,-737.0,11150.595,11150.595
974825,1212261,100053,1.0,11,-20.0,-21.0,10720.35,10720.35
975360,2570592,100073,1.0,13,-516.0,-517.0,55973.295,55973.295
975409,1557583,100043,0.0,25,-582.0,-598.0,18912.24,18912.24
977642,2628319,100082,0.0,67,-1079.0,-1079.0,69.39,69.39
978530,2604725,100042,1.0,14,-824.0,-854.0,38934.18,38934.18
979996,1594297,100013,1.0,4,-736.0,-768.0,23153.985,63.045
980688,1950847,100061,1.0,1,-1542.0,-1557.0,6006.285,6006.285
981493,1843384,100011,0.0,37,-1225.0,-1225.0,563.355,563.355
982430,1182112,100049,1.0,1,-386.0,-392.0,7801.155,7801.155
983122,2794143,100011,1.0,25,-439.0,-467.0,31295.25,666.315
986551,2774355,100065,1.0,3,-1091.0,-1105.0,18150.705,18150.705
986822,1595956,100100,0.0,54,-1662.0,-1662.0,18000.0,18000.0
987914,1060558,100048,0.0,39,-348.0,-348.0,1458.27,1458.27
988279,2305060,100041,1.0,10,-1207.0,-1212.0,7297.515,7297.515
989562,2746640,100084,1.0,9,-1204.0,-1203.0,16486.425,16486.425
989765,2052027,100045,2.0,6,-837.0,-840.0,50444.73,50444.73
990395,1843384,100011,0.0,23,-1561.0,-1563.0,9000.0,9000.0
990604,1874778,100056,1.0,19,-1596.0,-1620.0,21678.705,45.675
991748,2672015,100090,1.0,4,-976.0,-985.0,5859.18,5859.18
992351,1597345,100016,1.0,7,-2752.0,-2755.0,4886.505,4886.505
993651,1595956,100100,0.0,7,-2758.0,-2758.0,51435.0,51435.0
995886,1856124,100086,0.0,31,-1550.0,-1562.0,5625.0,5625.0
996531,2495675,100005,2.0,9,-466.0,-470.0,17656.245,17656.245
997838,2651825,100071,1.0,16,-1091.0,-1097.0,10097.595,10097.595
997892,1189316,100025,1.0,11,-1369.0,-1362.0,23833.575,23830.65
998112,1786951,100090,1.0,8,-713.0,-714.0,7543.8,7543.8
999524,1885254,100059,1.0,2,-266.0,-285.0,16294.5,16294.5
1000020,2384838,100037,1.0,4,-419.0,-436.0,17813.25,17813.25
1001994,2396755,100003,1.0,7,-2130.0,-2136.0,6737.31,6737.31
1002305,2087567,100081,1.0,10,-2214.0,-2213.0,6053.445,6053.445
1002511,1677977,100078,1.0,30,-382.0,-383.0,19548.81,19548.81
1002969,1074770,100020,1.0,3,-151.0,-154.0,5729.265,5729.265
1003105,1514468,100059,1.0,1,-1255.0,-1267.0,68565.375,68565.375
1004185,1848995,100082,2.0,4,-1812.0,-1823.0,59924.745,59924.745
1004269,1251047,100016,2.0,17,-537.0,-539.0,102028.14,102028.14
1005248,2570592,100073,1.0,19,-336.0,-336.0,55973.295,55973.295
1005307,2628319,100082,0.0,17,-2389.0,-2412.0,6750.0,6750.0
1005616,1914954,100028,0.0,17,-1031.0,-1030.0,3448.485,3448.485
1006653,1874778,100056,1.0,22,-1506.0,-1532.0,21678.705,45.675
1007600,2833536,100067,0.0,88,-539.0,-539.0,6750.0,6750.0
1008160,1677978,100078,1.0,16,-2332.0,-2329.0,9441.54,9441.54
1008323,2038692,100013,0.0,29,-2325.0,-2325.0,870.3,870.3
1008429,2462742,100007,1.0,1,-1736.0,-1742.0,3601.53,3601.53
1009786,1035321,100047,1.0,10,-2331.0,-2337.0,4577.94,4577.94
1010080,2218188,100008,1.0,7,-159.0,-165.0,17885.835,17885.835
1010136,2769249,100017,1.0,10,-2128.0,-2133.0,16891.56,16891.56
1011662,2628319,100082,0.0,23,-2267.0,-2281.0,6750.0,6750.0
1012167,1251047,100016,1.0,10,-747.0,-725.0,14480.46,3.96
1014878,1955764,100064,1.0,1,-577.0,-593.0,2144.61,2144.61
1016205,1186888,100008,1.0,1,-2491.0,-2519.0,8019.09,8019.09
1016942,2137382,100042,0.0,29,-2056.0,-2070.0,4500.0,4500.0
1018380,2614080,100092,1.0,6,-573.0,-582.0,5197.005,5197.005
1019153,1193310,100009,1.0,5,-1360.0,-1368.0,17341.605,17341.605
1019446,1914954,100028,0.0,50,-482.0,-483.0,7070.67,7070.67
1021490,2794143,100011,1.0,15,-739.0,-740.0,31295.25,31295.25
1022507,2299329,100006,2.0,5,-425.0,-438.0,15159.645,15159.645
1022732,2063227,100044,1.0,5,-1372.0,-1392.0,29545.2,29545.2
1024557,2203713,100080,2.0,28,-166.0,-166.0,19538.19,19538.19
1025720,1461368,100040,2.0,21,-407.0,-417.0,73324.26,73324.26
1027362,1473736,100074,1.0,4,-1546.0,-1558.0,8499.645,8499.645
1030770,1109767,100067,1.0,2,-2753.0,-2755.0,4262.085,4262.085
1031789,2444845,100090,13.0,7,-22.0,-31.0,8813.79,27000.0
1031790,2444845,100090,14.0,7,-22.0,-31.0,18186.21,27000.0
1032105,1874778,100056,1.0,24,-1446.0,-1441.0,21678.705,21633.03
1032139,1528842,100061,3.0,16,-317.0,-321.0,34431.48,34431.48
1032208,1856124,100086,0.0,84,-119.0,-119.0,414.54,414.54
1033441,2628319,100082,0.0,26,-2210.0,-2210.0,15750.0,15750.0
1034960,2440070,100061,1.0,1,-1035.0,-1045.0,12826.44,12826.44
1035283,2038692,100013,0.0,59,-1657.0,-1657.0,274.32,274.32
1036757,2001242,100007,1.0,4,-744.0,-752.0,16509.6,16509.6
1037059,1060558,100048,0.0,33,-458.0,-458.0,139500.0,139500.0
1037520,2203713,100080,2.0,22,-346.0,-349.0,19538.19,19538.19
1037638,2572058,100053,1.0,8,-409.0,-411.0,9636.705,9636.705
1038858,2628319,100082,0.0,15,-2418.0,-2431.0,6750.0,6750.0
1039275,2314167,100045,1.0,3,-1778.0,-1788.0,8334.405,8334.405
1042222,2833536,100067,0.0,78,-691.0,-691.0,6525.0,6525.0
1042252,1595956,100100,0.0,38,-2009.0,-2033.0,4500.0,4500.0
1042407,2671884,100099,1.0,3,-710.0,-710.0,20329.11,20329.11
1044189,2835799,100025,2.0,6,-888.0,-888.0,235772.28,235772.28
1044580,2218188,100008,1.0,8,-129.0,-135.0,17885.835,17885.835
1047034,2628319,100082,0.0,60,-1293.0,-1293.0,69.39,69.39
1049704,1515914,100016,1.0,2,-2309.0,-2309.0,6042.915,6042.915
1054639,2425547,100021,1.0,4,-729.0,-762.0,10248.615,10248.615
1055241,1025031,100078,1.0,7,-1384.0,-1391.0,11508.3,11508.3
1055703,1176822,100018,1.0,8,-1403.0,-1404.0,48759.525,48759.525
1056181,2243464,100050,1.0,15,-39.0,-49.0,6919.605,6919.605
1059385,1207842,100087,1.0,1,-564.0,-576.0,6797.16,6797.16
1059792,2094741,100059,1.0,1,-461.0,-474.0,26149.68,26149.68
1061657,1213820,100021,1.0,7,-50.0,-96.0,7424.865,7424.865
1061770,2411919,100023,2.0,14,-1429.0,-1432.0,22761.9,22761.9
1063017,2001242,100007,2.0,10,-564.0,-574.0,16509.6,16509.6
1063128,1914954,100028,0.0,66,-239.0,-244.0,6438.33,6438.33
1064756,2833536,100067,0.0,45,-1513.0,-1513.0,2025.0,2025.0
1066903,1027737,100015,1.0,6,-2210.0,-2221.0,7666.92,7666.92
1067324,1843384,100011,0.0,21,-1622.0,-1626.0,9000.0,9000.0
1069598,2824473,100016,1.0,23,-635.0,-634.0,7124.04,7124.04
1070342,2243464,100050,1.0,9,-219.0,-231.0,6919.605,6919.605
1071006,1677977,100078,1.0,29,-412.0,-425.0,19548.81,19548.81
1072383,1074770,100020,1.0,5,-91.0,-106.0,5729.265,5729.265
1072462,1084766,100066,1.0,9,-180.0,-183.0,12382.65,12382.65
1072755,2411919,100023,1.0,10,-1549.0,-1592.0,7992.0,7992.0
1073558,1060558,100048,0.0,2,-893.0,-893.0,38817.72,38817.72
1074938,1198431,100035,1.0,5,-1608.0,-1616.0,12001.86,12001.86
1075066,1131053,100023,1.0,3,-2333.0,-2333.0,8519.13,8519.13
1077551,2572058,100053,1.0,1,-619.0,-626.0,9636.705,9636.705
1077898,1814975,100054,1.0,3,-756.0,-763.0,8589.6,8589.6
1078200,1856124,100086,0.0,38,-1336.0,-1345.0,5625.0,5625.0
1079102,1856124,100086,0.0,33,-1489.0,-1500.0,5625.0,5625.0
1079189,1560053,100049,1.0,8,-2185.0,-2191.0,4543.11,4543.11
1079506,2378725,100078,1.0,18,-376.0,-383.0,24345.855,24345.855
1079656,1182112,100049,1.0,10,-116.0,-122.0,7801.155,7801.155
1080167,1856124,100086,0.0,54,-960.0,-960.0,450.0,450.0
1080777,1430602,100011,1.0,4,-2387.0,-2386.0,14614.335,14614.335
1081540,2651825,100071,1.0,1,-1541.0,-1552.0,10097.595,10097.595
1082129,2257657,100088,1.0,1,-389.0,-406.0,25546.77,25546.77
1082354,2570592,100073,1.0,27,-96.0,-97.0,55973.295,55973.295
1082580,1334240,100037,1.0,4,-1581.0,-1592.0,5305.995,5305.995
1084092,2794143,100011,1.0,19,-619.0,-621.0,31295.25,31295.25
1086938,1109767,100067,1.0,4,-2693.0,-2694.0,4262.085,4262.085
1090366,1008517,100066,1.0,9,-558.0,-569.0,7589.925,7589.925
1091323,1271192,100025,1.0,5,-1909.0,-1941.0,7159.545,7159.545
1091797,1179472,100088,1.0,3,-1445.0,-1469.0,15388.47,15388.47
1093101,2038692,100013,0.0,49,-1932.0,-1932.0,341.82,341.82
1093623,2396758,100100,1.0,12,-349.0,-350.0,35157.825,35157.825
1095459,1223113,100046,1.0,4,-419.0,-419.0,28390.635,28390.635
1096256,2349489,100010,1.0,2,-1009.0,-1021.0,27463.41,27463.41
1097485,2038692,100013,0.0,111,-75.0,-75.0,274.32,274.32
1097975,1914954,100028,0.0,46,-543.0,-548.0,6197.13,6197.13
1099002,2038692,100013,0.0,93,-622.0,-622.0,274.32,274.32
1099030,2833536,100067,0.0,100,-282.0,-292.0,2250.0,2250.0
1099860,1060558,100048,0.0,27,-513.0,-525.0,7852.725,7852.725
1102035,2203713,100080,2.0,26,-226.0,-226.0,19538.19,19538.19
1102595,1461368,100040,1.0,10,-737.0,-735.0,18984.24,13856.4
1102753,1643959,100042,1.0,6,-1751.0,-1752.0,18619.245,18619.245
1102780,1914954,100028,0.0,52,-451.0,-455.0,7666.83,7666.83
1104781,1345069,100079,4.0,4,-541.0,-555.0,8820.765,8820.765
1105030,2833536,100067,0.0,39,-1621.0,-1623.0,2250.0,2250.0
1105267,1212261,100053,1.0,7,-140.0,-144.0,10720.35,10720.35
1106623,1595956,100100,0.0,41,-1978.0,-1963.0,4500.0,4500.0
1106694,2339761,100063,1.0,4,-633.0,-629.0,24650.1,24348.465
1108416,2570592,100073,1.0,26,-126.0,-127.0,55973.295,55973.295
1108454,1102533,100100,1.0,4,-668.0,-689.0,13782.465,13782.465
1109927,1251047,100016,1.0,12,-687.0,-697.0,14480.46,14476.5
1111820,2833536,100067,0.0,32,-1805.0,-1813.0,2250.0,2250.0
1112974,2708182,100093,1.0,6,-316.0,-343.0,8173.125,8173.125
1113245,2833536,100067,0.0,7,-2412.0,-2413.0,2250.0,2250.0
1115074,2137382,100042,0.0,96,-747.0,-747.0,32.85,32.85
1117804,1252218,100026,1.0,3,-1336.0,-1344.0,23608.485,23608.485
1120403,2088496,100044,1.0,13,-1969.0,-1970.0,22962.33,22962.33
1121604,1677977,100078,1.0,23,-592.0,-592.0,19548.81,19548.81
1122120,2425354,100035,1.0,5,-1037.0,-1037.0,18201.645,18201.645
1123276,1223113,100046,1.0,13,-149.0,-151.0,28390.635,28390.635
1123343,1213820,100021,1.0,1,-230.0,-242.0,7424.865,7424.865
1125000,1006389,100070,1.0,1,-249.0,-273.0,13249.935,13249.935
1125179,2243464,100050,1.0,12,-129.0,-135.0,6919.605,6919.605
1125676,1826250,100056,1.0,1,-2590.0,-2590.0,17504.055,17504.055
1127082,1595956,100100,0.0,91,-852.0,-869.0,4500.0,4500.0
1127341,1231722,100083,1.0,4,-678.0,-686.0,11915.1,11915.1
1127707,1187878,100034,1.0,1,-257.0,-276.0,21281.13,21281.13
1129044,1035321,100047,1.0,6,-2451.0,-2456.0,4586.895,4586.895
1130475,1130787,100057,1.0,1,-252.0,-273.0,4747.59,4747.59
1132242,1557583,100043,0.0,29,-523.0,-533.0,17702.145,17100.0
1135363,2037234,100033,1.0,7,-638.0,-611.0,5542.92,5542.92
1135845,1366913,100048,1.0,2,-398.0,-419.0,46850.265,46850.265
1137368,2314167,100045,1.0,10,-1568.0,-1578.0,8334.405,8334.405
1137983,1461368,100040,1.0,11,-707.0,-711.0,18984.24,18984.24
1138647,1198431,100035,1.0,2,-1698.0,-1708.0,12001.86,12001.86
1139956,2396755,100003,1.0,12,-1980.0,-1985.0,6662.97,6662.97
1140002,2340827,100063,2.0,7,-1336.0,-1348.0,134721.675,134721.675
1140155,1709863,100036,1.0,12,-35.0,-39.0,6548.04,6548.04
1142780,1856124,100086,0.0,15,-2035.0,-2043.0,5625.0,5625.0
1143078,2628319,100082,0.0,40,-1871.0,-1901.0,278.73,278.73
1143335,2396758,100100,1.0,21,-79.0,-79.0,35157.825,35157.825
1144008,1973524,100021,1.0,1,-2772.0,-2776.0,2709.45,2709.45
1144482,2651825,100071,1.0,7,-1361.0,-1367.0,10097.595,10097.595
1144725,2794143,100011,1.0,21,-559.0,-560.0,31295.25,31295.25
1144730,1914954,100028,0.0,48,-536.0,-536.0,2250.0,2250.0
1146522,2378725,100078,1.0,21,-286.0,-286.0,24345.855,24345.855
1146540,2164190,100012,2.0,14,-412.0,-428.0,11057.535,11057.535
1146646,1677978,100078,1.0,15,-2362.0,-2365.0,9441.54,9441.54
1147262,1845095,100052,1.0,1,-431.0,-434.0,4364.595,4364.595
1147266,2769249,100017,1.0,8,-2188.0,-2197.0,16967.295,16967.295
1148535,1514918,100049,1.0,9,-1210.0,-1203.0,5791.725,2625.525
1148826,1643964,100042,1.0,1,-2307.0,-2315.0,13431.6,13431.6
1150238,1179472,100088,1.0,5,-1385.0,-1405.0,15388.47,15388.47
1153912,1685712,100092,1.0,7,-2771.0,-2777.0,8496.405,8496.405
1153961,2717228,100075,1.0,3,-508.0,-522.0,20287.17,20287.17
1153988,2833536,100067,0.0,16,-2231.0,-2237.0,2250.0,2250.0
1154388,1361907,100073,1.0,13,-397.0,-394.0,19196.73,19194.21
1154669,2001242,100007,2.0,7,-654.0,-664.0,16509.6,16509.6
1154869,2038692,100013,0.0,84,-895.0,-895.0,274.32,274.32
1155627,1856124,100086,0.0,20,-1885.0,-1861.0,5625.0,5625.0
1156036,2467922,100069,1.0,6,-1023.0,-1021.0,17250.795,12961.71
1156879,2137382,100042,0.0,17,-2239.0,-2254.0,4500.0,4500.0
1157030,1856124,100086,0.0,34,-1458.0,-1462.0,5625.0,5625.0
1157119,1944776,100054,1.0,11,-915.0,-916.0,6582.87,6582.87
1157337,2467922,100069,1.0,9,-933.0,-963.0,17250.795,6598.395
1158483,1077565,100039,7.0,7,-485.0,-521.0,36035.19,36035.19
1159552,1514530,100087,1.0,1,-956.0,-966.0,10841.85,10841.85
1159829,2651825,100071,1.0,15,-1121.0,-1127.0,10097.595,10097.595
1161692,1232720,100049,1.0,6,-413.0,-414.0,6075.225,6075.225
1163490,1595956,100100,0.0,81,-1035.0,-1065.0,4500.0,4500.0
1163846,1950847,100061,1.0,5,-1422.0,-1424.0,6006.285,6006.285
1163869,1677977,100078,1.0,6,-1102.0,-1107.0,19548.81,19548.81
1163963,1461368,100040,1.0,5,-887.0,-917.0,18984.24,3299.04
1166121,1251047,100016,1.0,8,-807.0,-815.0,14480.46,14476.5
1168058,2833536,100067,0.0,51,-1378.0,-1408.0,67.5,67.5
1168122,1821761,100067,1.0,5,-2265.0,-2273.0,4252.905,4252.905
1168414,2038692,100013,0.0,26,-2326.0,-2342.0,7875.0,7875.0
1168641,1473736,100074,1.0,3,-1576.0,-1593.0,8499.645,8499.645
1168809,2244872,100069,1.0,12,-1195.0,-1203.0,11587.86,11587.86
1169885,1060558,100048,0.0,35,-440.0,-440.0,1588.77,1588.77
1170093,1595956,100100,0.0,20,-2475.0,-2475.0,4500.0,4500.0
1172787,1251047,100016,1.0,3,-957.0,-973.0,14480.46,14480.46
1175684,1595956,100100,0.0,118,-121.0,-121.0,483.345,483.345
1176059,2038692,100013,0.0,12,-2541.0,-2570.0,688.545,688.545
1176176,2038692,100013,0.0,99,-440.0,-440.0,274.32,274.32
1176386,1496284,100039,1.0,1,-2367.0,-2375.0,4450.68,4450.68
1179410,1810518,100003,2.0,7,-536.0,-544.0,560835.36,560835.36
1181661,2038692,100013,0.0,1,-2692.0,-2705.0,7875.0,7875.0
1182210,2137382,100042,0.0,59,-1568.0,-1580.0,4500.0,4500.0
1182796,2305060,100041,1.0,6,-1327.0,-1493.0,7297.515,7297.515
1184785,1786922,100041,1.0,1,-2670.0,-2661.0,3268.485,3268.485
1187488,1940724,100007,1.0,10,-806.0,-806.0,22678.785,22678.785
1187809,2794143,100011,1.0,17,-679.0,-684.0,31295.25,31295.25
1189271,2671884,100099,1.0,8,-560.0,-560.0,20329.11,20329.11
1189479,1189316,100025,1.0,17,-1189.0,-1188.0,23833.575,23833.575
1190926,1856124,100086,0.0,9,-2188.0,-2198.0,5625.0,5625.0
1191976,1944776,100054,1.0,5,-1095.0,-1097.0,6582.87,6582.87
1192287,1856124,100086,0.0,68,-604.0,-604.0,414.54,414.54
1193618,2628319,100082,0.0,76,-805.0,-805.0,69.39,69.39
1195586,2574248,100075,1.0,3,-329.0,-331.0,25359.84,25359.84
1195768,1595956,100100,0.0,62,-1490.0,-1490.0,320.13,320.13
1198293,1636219,100056,1.0,5,-2672.0,-2662.0,13502.385,13263.885
1200953,1843384,100011,0.0,54,-706.0,-706.0,563.355,563.355
1202320,1227327,100082,1.0,2,-636.0,-664.0,11890.215,11890.215
1202560,1330002,100069,2.0,2,-171.0,-174.0,1376.19,1376.19
1203251,2137382,100042,0.0,80,-1233.0,-1233.0,32.85,32.85
1206007,1810518,100003,1.0,5,-596.0,-600.0,98356.995,98356.995
1206622,1191663,100060,1.0,1,-436.0,-452.0,12177.0,12177.0
1207249,1874778,100056,1.0,6,-1986.0,-1990.0,21678.705,21678.705
1208929,1594297,100013,1.0,9,-586.0,-586.0,23153.985,23153.985
1208937,2243464,100050,1.0,6,-309.0,-319.0,6919.605,6919.605
1210602,2134202,100055,1.0,3,-693.0,-704.0,11150.595,11150.595
1210723,1596605,100075,0.0,19,-94.0,-94.0,24110.325,24110.325
1211592,1461079,100014,1.0,5,-693.0,-722.0,11567.475,530.1
1212371,2492683,100043,1.0,19,-649.0,-743.0,10363.275,10363.275
1212401,1108591,100100,1.0,11,-169.0,-168.0,5184.585,5184.585
1213064,1125423,100042,1.0,3,-2659.0,-2671.0,10602.45,10602.45
1215339,2257657,100088,1.0,6,-239.0,-246.0,25546.77,25546.77
1215837,1473736,100074,1.0,5,-1516.0,-1532.0,8499.645,8499.645
1215958,1131053,100023,1.0,7,-2213.0,-2239.0,8519.13,8519.13
1219452,2769249,100017,1.0,4,-2308.0,-2313.0,16967.295,16967.295
1220069,1366912,100048,1.0,9,-44.0,-47.0,57466.53,57466.53
1221247,2839252,100092,1.0,1,-362.0,-384.0,7049.88,7049.88
1222364,1955764,100064,1.0,15,-157.0,-220.0,2144.61,2144.61
1223500,1620327,100019,1.0,1,-894.0,-910.0,10518.615,10518.615
1224193,1643964,100042,1.0,6,-2157.0,-2175.0,13431.6,13431.6
1226869,1856124,100086,0.0,3,-2372.0,-2383.0,5625.0,5625.0
1227167,1209367,100049,0.0,1,-210.0,-210.0,4500.0,4500.0
1227618,2672015,100090,1.0,23,-406.0,-414.0,5859.18,5859.18
1227741,2525901,100093,1.0,5,-2147.0,-2150.0,8002.575,8002.575
1229699,2299329,100006,1.0,4,-455.0,-530.0,2482.92,2482.92
1233145,2636178,100003,1.0,5,-677.0,-690.0,64567.665,64567.665
1233802,1514918,100049,1.0,7,-1270.0,-1269.0,5791.725,5791.725
1234326,1366912,100048,1.0,4,-194.0,-200.0,57466.53,57466.53
1234454,2628319,100082,0.0,73,-896.0,-896.0,69.39,69.39
1234884,1914954,100028,0.0,1,-1302.0,-1302.0,2250.0,2250.0
1234891,2243829,100012,1.0,2,-1611.0,-1613.0,3012.075,3012.075
1234977,2829726,100028,2.0,24,-1083.0,-1101.0,5706.765,5706.765
1237362,2794143,100011,1.0,10,-889.0,-889.0,31295.25,31295.25
1237690,1821761,100067,1.0,9,-2145.0,-2160.0,4252.905,4252.905
1238139,2500673,100035,1.0,4,-657.0,-671.0,37279.665,37279.665
1239564,1594297,100013,1.0,2,-796.0,-816.0,23153.985,21.015
1240665,1940724,100007,1.0,2,-1046.0,-1046.0,22678.785,22678.785
1240843,1636219,100056,1.0,3,-2732.0,-2716.0,13502.385,13502.385
1244075,2137382,100042,0.0,109,-351.0,-351.0,32.85,32.85
1245704,1168900,100051,1.0,17,-45.0,-46.0,6887.16,6887.16
1246870,1955764,100064,1.0,12,-247.0,-279.0,2144.61,249.57
1248251,1298935,100073,1.0,2,-2637.0,-2656.0,35996.4,35996.4
1248499,2794143,100011,1.0,30,-289.0,-296.0,30897.585,30897.585
1248644,2480304,100012,3.0,5,-357.0,-399.0,5242.86,5242.86
1250003,2803221,100045,1.0,11,-1160.0,-1158.0,9011.61,7827.255
1252548,2038692,100013,0.0,47,-1960.0,-1960.0,409.32,409.32
1252642,2164190,100012,3.0,23,-142.0,-151.0,21391.785,21391.785
1253495,1557583,100043,0.0,13,-766.0,-766.0,18361.17,18360.0
1254981,2203713,100080,1.0,4,-886.0,-888.0,19668.69,19668.69
1255208,1557583,100043,0.0,24,-619.0,-619.0,2586.69,2586.69
1256418,1843384,100011,0.0,44,-1011.0,-1011.0,563.355,563.355
1256506,2415992,100093,1.0,4,-1913.0,-1917.0,2449.215,2449.215
1257554,2525901,100093,1.0,12,-1937.0,-1940.0,7929.225,7929.225
1258837,1562063,100017,1.0,3,-521.0,-537.0,11783.52,11783.52
1260489,1182112,100049,1.0,4,-296.0,-307.0,7801.155,7801.155
1260973,1944776,100054,1.0,8,-1005.0,-1003.0,6582.87,6578.46
1262134,1677977,100078,1.0,3,-1192.0,-1196.0,19548.81,19548.81
1263941,1564014,100004,1.0,2,-754.0,-763.0,5357.25,5357.25
1264246,1914954,100028,0.0,51,-483.0,-483.0,129.33,129.33
1264498,1251951,100018,1.0,5,-29.0,-40.0,4180.365,4180.365
1265276,2833536,100067,0.0,103,-221.0,-242.0,2250.0,2250.0
1265961,1874778,100056,1.0,30,-1266.0,-1287.0,21678.705,21678.705
1266642,2614080,100092,1.0,2,-693.0,-697.0,5197.005,5197.005
1267402,1856124,100086,0.0,16,-2007.0,-2001.0,5625.0,5625.0
1269184,1548007,100061,1.0,2,-1161.0,-1172.0,26472.24,26472.24
1269321,2137382,100042,0.0,120,-17.0,-17.0,32.85,32.85
1270507,2672015,100090,1.0,13,-706.0,-714.0,5859.18,5859.18
1271523,2038692,100013,0.0,45,-1974.0,-1974.0,32805.0,32805.0
1272585,2038692,100013,0.0,112,-45.0,-45.0,274.32,274.32
1272622,1595956,100100,0.0,58,-1552.0,-1582.0,45.855,45.855
1274583,1430602,100011,1.0,12,-2147.0,-2140.0,14588.55,5164.65
1274777,1636219,100056,1.0,2,-2762.0,-2765.0,13502.385,13502.385
1275594,2164190,100012,1.0,2,-772.0,-825.0,11188.035,11188.035
1276123,2037234,100033,1.0,8,-608.0,-589.0,5542.92,2167.38
1277004,1025031,100078,1.0,19,-1024.0,-1025.0,11508.3,11508.3
1277125,1060558,100048,0.0,17,-666.0,-670.0,8930.205,8930.205
1281878,1596605,100075,0.0,15,-140.0,-140.0,36000.0,36000.0
1283613,1112703,100009,1.0,6,-1381.0,-1384.0,9845.01,9845.01
1284352,1950847,100061,1.0,8,-1332.0,-1332.0,6006.285,6006.285
1284497,2651825,100071,1.0,17,-1061.0,-1068.0,10097.595,10097.595
1287320,1907290,100008,1.0,2,-2269.0,-2274.0,12144.285,12144.285
1288287,1212261,100053,1.0,8,-110.0,-144.0,10720.35,10720.35
1288896,1907290,100008,1.0,3,-2239.0,-2241.0,12144.285,12144.285
1291311,1874778,100056,1.0,21,-1536.0,-1532.0,21678.705,21633.03
1294226,1595956,100100,0.0,119,-90.0,-90.0,483.345,483.345
1294618,1514918,100049,1.0,8,-1240.0,-1239.0,5791.725,5791.725
1298211,2824473,100016,1.0,2,-1265.0,-1275.0,7124.04,7124.04
1298730,1461368,100040,1.0,9,-767.0,-764.0,18984.24,14222.16
1299253,1914954,100028,0.0,55,-427.0,-427.0,138.195,138.195
1299657,1914954,100028,0.0,32,-789.0,-789.0,220.095,220.095
1300638,2833536,100067,0.0,26,-1986.0,-1987.0,2250.0,2250.0
1302433,2833536,100067,0.0,27,-1955.0,-1959.0,2250.0,2250.0
1304738,1112703,100009,1.0,5,-1411.0,-1416.0,9845.01,9845.01
1304858,2628319,100082,0.0,13,-2449.0,-2466.0,6750.0,6750.0
1305216,1561428,100099,1.0,8,-1014.0,-1092.0,3719.07,966.51
1305301,2628319,100082,0.0,91,-348.0,-348.0,69.39,69.39
1307780,1594297,100013,1.0,16,-376.0,-376.0,23153.985,23153.985
1308467,1179472,100088,1.0,10,-1235.0,-1241.0,15361.38,15361.38
1309488,1690355,100067,1.0,2,-68.0,-91.0,7893.225,7893.225
1310681,1528842,100061,3.0,7,-587.0,-596.0,34431.48,34431.48
1311124,2839252,100092,2.0,5,-242.0,-244.0,13890.555,13890.555
1313003,1874778,100056,1.0,31,-1236.0,-1261.0,21678.705,21678.705
1313793,1594297,100013,1.0,13,-466.0,-493.0,23153.985,27.18
1314196,2704445,100018,2.0,3,-907.0,-909.0,4109.265,4109.265
1316611,1677977,100078,1.0,4,-1162.0,-1168.0,19548.81,19548.81
1316786,1366912,100048,1.0,3,-224.0,-231.0,57466.53,57466.53
1316882,1856124,100086,0.0,63,-757.0,-757.0,414.54,414.54
1317323,2572058,100053,1.0,4,-529.0,-532.0,9636.705,9636.705
1318696,2570592,100073,1.0,29,-36.0,-36.0,55973.295,55973.295
1319572,2492683,100043,1.0,18,-679.0,-743.0,10363.275,10363.275
1320952,2257657,100088,1.0,11,-89.0,-98.0,25546.77,25546.77
1320959,1025031,100078,1.0,22,-934.0,-932.0,11508.3,11508.3
