,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
3195,1517719,395589,Consumer loans,8206.785,72746.64,70870.5,7276.14,72746.64,TUESDAY,13,Y,1,0.1014039493863425,,,XAP,Approved,-2224,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,446,Consumer electronics,10.0,middle,POS household with interest,365243.0,-2193.0,-1923.0,-2043.0,-2037.0,1.0
3196,1689959,276666,Consumer loans,8741.385,51705.0,55116.0,0.0,51705.0,TUESDAY,14,Y,1,0.0,,,XAP,Approved,-2731,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,44,Connectivity,8.0,high,POS mobile with interest,365243.0,-2700.0,-2490.0,-2490.0,-2481.0,1.0
3197,2306584,224497,Consumer loans,4683.735,46800.0,42120.0,4680.0,46800.0,SATURDAY,7,Y,1,0.1089090909090909,,,XAP,Approved,-2892,XNA,XAP,,New,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,12.0,high,POS household with interest,365243.0,-2852.0,-2522.0,-2522.0,-2513.0,0.0
3198,2831216,427440,Consumer loans,7573.995,124776.0,111546.0,13230.0,124776.0,WEDNESDAY,13,Y,1,0.1154763153753343,,,XAP,Approved,-2611,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1720,Consumer electronics,24.0,high,POS household without interest,365243.0,-2580.0,-1890.0,-1890.0,-1886.0,0.0
3199,2806416,288417,Consumer loans,4576.32,26955.0,22621.5,5400.0,26955.0,FRIDAY,11,Y,1,0.2098778048673664,,,XAP,Approved,-1928,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,0,Connectivity,6.0,high,POS mobile with interest,365243.0,-1887.0,-1737.0,-1797.0,-1793.0,0.0
3200,2690711,253522,Consumer loans,3231.72,29385.0,23868.0,7335.0,29385.0,SUNDAY,10,Y,1,0.2560164669481081,,,XAP,Approved,-2087,Cash through the bank,XAP,Other_B,New,Mobile,POS,XNA,Country-wide,0,Connectivity,10.0,high,POS mobile with interest,365243.0,-2056.0,-1786.0,-1786.0,-1779.0,0.0
3201,2261920,351730,Consumer loans,2810.025,23409.0,21064.5,2344.5,23409.0,FRIDAY,11,Y,1,0.1090765789381706,,,XAP,Approved,-2642,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Stone,120,Consumer electronics,10.0,high,POS household with interest,365243.0,-2611.0,-2341.0,-2341.0,-2332.0,0.0
3202,2574385,293777,Consumer loans,2407.275,24075.0,21667.5,2407.5,24075.0,MONDAY,16,Y,1,0.1089090909090909,,,XAP,Approved,-2815,XNA,XAP,,New,Audio/Video,POS,XNA,Stone,120,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2782.0,-2512.0,-2512.0,-2508.0,0.0
3203,1856907,392205,Consumer loans,3118.545,24070.5,23377.5,2475.0,24070.5,SUNDAY,12,Y,1,0.1042645778938207,,,XAP,Approved,-2316,Cash through the bank,XAP,Children,New,Mobile,POS,XNA,Country-wide,2445,Consumer electronics,10.0,high,POS household with interest,365243.0,-2285.0,-2015.0,-2015.0,-2008.0,1.0
3204,2168739,261747,Consumer loans,7050.87,37975.5,35131.5,4500.0,37975.5,WEDNESDAY,10,Y,1,0.1236619631078583,,,XAP,Approved,-2710,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,61,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2679.0,-2529.0,-2529.0,-2524.0,1.0
3205,2275782,240744,Consumer loans,5362.92,28296.0,26721.0,2835.0,28296.0,MONDAY,8,Y,1,0.1044651755065884,,,XAP,Approved,-2802,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,61,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2771.0,-2621.0,-2621.0,-2614.0,1.0
3206,1274739,148930,Consumer loans,5594.85,32512.5,19638.0,13500.0,32512.5,FRIDAY,10,Y,1,0.4436817934916793,,,XAP,Approved,-2752,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,61,Connectivity,4.0,low_normal,POS mobile with interest,365243.0,-2721.0,-2631.0,-2631.0,-2575.0,1.0
3207,1494483,353386,Consumer loans,29402.865,234450.0,146137.5,94500.0,234450.0,MONDAY,10,Y,1,0.4276934846359809,,,XAP,Approved,-1583,XNA,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,57,Consumer electronics,6.0,high,POS household with interest,365243.0,-1548.0,-1398.0,-1458.0,-1451.0,0.0
3208,1600802,303496,Consumer loans,15790.5,185850.0,153306.0,45000.0,185850.0,SUNDAY,7,Y,1,0.2471387194996162,,,XAP,Approved,-1648,XNA,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Regional / Local,57,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1617.0,-1287.0,-1287.0,-1284.0,0.0
3209,2240172,426286,Consumer loans,7823.115,77805.0,70024.5,7780.5,77805.0,SATURDAY,9,Y,1,0.1089090909090909,,,XAP,Approved,-211,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,50,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-180.0,90.0,365243.0,365243.0,0.0
3210,2673647,149398,Consumer loans,3782.385,17955.0,18846.0,0.0,17955.0,SATURDAY,7,Y,1,0.0,,,XAP,Approved,-2530,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,6.0,high,POS mobile with interest,365243.0,-2499.0,-2349.0,-2349.0,-2333.0,1.0
3211,1333724,150575,Consumer loans,16467.93,88537.5,93213.0,0.0,88537.5,SUNDAY,10,Y,1,0.0,,,XAP,Approved,-633,Cash through the bank,XAP,Children,Repeater,Sport and Leisure,POS,XNA,Country-wide,390,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-602.0,-452.0,-452.0,-444.0,0.0
3212,1936927,187538,Consumer loans,7447.32,67455.0,75730.5,0.0,67455.0,TUESDAY,15,Y,1,0.0,,,XAP,Approved,-703,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,144,Consumer electronics,12.0,middle,POS household with interest,365243.0,-669.0,-339.0,-549.0,-544.0,0.0
3213,2141707,217782,Consumer loans,5832.54,129496.5,129496.5,0.0,129496.5,THURSDAY,11,Y,1,0.0,,,XAP,Approved,-312,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,144,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-281.0,409.0,365243.0,365243.0,0.0
3214,2690902,420485,Consumer loans,5267.475,27337.5,25821.0,2736.0,27337.5,MONDAY,9,Y,1,0.1043440391943385,,,XAP,Approved,-1793,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,31,Connectivity,6.0,high,POS mobile without interest,365243.0,-1753.0,-1603.0,-1603.0,-1598.0,0.0
3215,1562831,430618,Consumer loans,8466.39,67666.5,62253.0,5413.5,67666.5,TUESDAY,12,Y,1,0.0871301698235261,,,XAP,Approved,-2589,Cash through the bank,XAP,Children,New,Audio/Video,POS,XNA,Stone,18,Consumer electronics,8.0,low_normal,POS household without interest,365243.0,-2558.0,-2348.0,-2348.0,-2340.0,0.0
3216,2273272,220872,Consumer loans,23013.18,119236.5,119236.5,0.0,119236.5,THURSDAY,13,Y,1,0.0,,,XAP,Approved,-85,Cash through the bank,XAP,Unaccompanied,Refreshed,Photo / Cinema Equipment,POS,XNA,Country-wide,1,Consumer electronics,6.0,middle,POS household with interest,365243.0,-54.0,96.0,365243.0,365243.0,0.0
3217,2322467,203985,Consumer loans,6022.62,109791.0,132979.5,0.0,109791.0,THURSDAY,11,Y,1,0.0,,,XAP,Approved,-1047,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,1,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1016.0,-326.0,-326.0,-323.0,0.0
3218,1214674,420966,Consumer loans,12810.51,137245.5,137245.5,0.0,137245.5,SATURDAY,14,Y,1,0.0,,,XAP,Approved,-862,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-831.0,-501.0,-801.0,-797.0,0.0
3219,1470386,393071,Consumer loans,10838.16,64336.5,60957.0,6435.0,64336.5,FRIDAY,12,Y,1,0.1039930555555555,,,XAP,Approved,-1054,Cash through the bank,XAP,Unaccompanied,Refreshed,Consumer Electronics,POS,XNA,Country-wide,1,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-1023.0,-873.0,-903.0,-898.0,0.0
3220,2777034,259015,Consumer loans,22955.445,222597.0,217525.5,22261.5,222597.0,TUESDAY,15,Y,1,0.101109723515984,,,XAP,Approved,-577,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,1,Consumer electronics,12.0,middle,POS household with interest,365243.0,-546.0,-216.0,-216.0,-208.0,0.0
3221,1666671,379870,Cash loans,28531.8,904500.0,904500.0,,904500.0,TUESDAY,14,Y,1,,,,XNA,Approved,-145,XNA,XAP,Family,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),3,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-115.0,1295.0,365243.0,365243.0,0.0
3222,2250499,327658,Revolving loans,13500.0,0.0,270000.0,,,WEDNESDAY,14,Y,0,,,,XAP,Refused,-555,XNA,HC,,Refreshed,XNA,Cards,x-sell,AP+ (Cash loan),3,XNA,0.0,XNA,Card X-Sell,,,,,,
3223,1843435,142339,Cash loans,8138.115,67500.0,71955.0,,67500.0,TUESDAY,10,Y,1,,,,XNA,Approved,-611,XNA,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),3,XNA,12.0,high,Cash X-Sell: high,365243.0,-581.0,-251.0,-251.0,-249.0,1.0
3224,2701448,285685,Cash loans,24172.65,229500.0,241920.0,,229500.0,FRIDAY,10,Y,1,,,,XNA,Approved,-616,XNA,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),3,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-586.0,-256.0,-256.0,-250.0,1.0
3225,2383048,421387,Revolving loans,13500.0,270000.0,270000.0,,270000.0,FRIDAY,15,Y,1,,,,XAP,Approved,-248,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),3,XNA,0.0,XNA,Card X-Sell,-228.0,-177.0,365243.0,365243.0,365243.0,0.0
3226,2036662,345813,Cash loans,13297.365,270000.0,313839.0,,270000.0,WEDNESDAY,12,Y,1,,,,XNA,Refused,-235,XNA,HC,Family,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),3,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
3227,1027435,290950,Consumer loans,7486.515,80284.5,61402.5,23850.0,80284.5,SATURDAY,11,Y,1,0.3046810144197316,,,XAP,Approved,-758,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Regional / Local,250,Consumer electronics,10.0,middle,POS household with interest,365243.0,-726.0,-456.0,-546.0,-539.0,0.0
3228,2664908,386016,Cash loans,47614.5,1800000.0,1800000.0,,1800000.0,SATURDAY,16,Y,1,,,,Buying a new car,Refused,-906,Cash through the bank,SCO,Family,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),74,XNA,60.0,low_action,Cash Street: low,,,,,,
3229,2478849,422605,Consumer loans,7075.53,59490.0,68913.0,0.0,59490.0,FRIDAY,15,Y,1,0.0,,,XAP,Approved,-32,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Regional / Local,120,Consumer electronics,12.0,middle,POS household with interest,365243.0,365243.0,329.0,365243.0,365243.0,0.0
3230,2717175,303356,Consumer loans,18892.35,370462.5,419364.0,0.0,370462.5,SUNDAY,11,Y,1,0.0,,,XAP,Approved,-551,Cash through the bank,XAP,,Repeater,Clothing and Accessories,POS,XNA,Stone,10,Clothing,24.0,low_action,POS industry without interest,365243.0,-519.0,171.0,365243.0,365243.0,0.0
3231,1731180,277079,Consumer loans,6324.885,57766.5,53266.5,4500.0,57766.5,MONDAY,19,Y,1,0.0848399866862124,,,XAP,Approved,-160,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,35,Connectivity,12.0,high,POS mobile with interest,365243.0,-115.0,215.0,365243.0,365243.0,0.0
3232,1688310,294461,Consumer loans,6244.695,29569.5,34465.5,0.0,29569.5,SATURDAY,16,Y,1,0.0,,,XAP,Approved,-1504,Cash through the bank,XAP,Unaccompanied,Refreshed,Consumer Electronics,POS,XNA,Regional / Local,800,Consumer electronics,6.0,low_normal,POS household without interest,365243.0,-1473.0,-1323.0,-1323.0,-1314.0,0.0
3233,1983664,129928,Consumer loans,4603.545,80955.0,39514.5,45000.0,80955.0,MONDAY,18,Y,1,0.5798897338218991,,,XAP,Approved,-1947,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Regional / Local,800,Consumer electronics,12.0,high,POS household with interest,365243.0,-1916.0,-1586.0,-1796.0,-1794.0,0.0
3234,1610364,143891,Consumer loans,1800.27,14805.0,14805.0,0.0,14805.0,SUNDAY,12,Y,1,0.0,,,XAP,Refused,-2095,Cash through the bank,LIMIT,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,800,Consumer electronics,12.0,high,POS household with interest,,,,,,
3235,1310430,330498,Consumer loans,6017.535,58477.5,64269.0,0.0,58477.5,THURSDAY,10,Y,1,0.0,,,XAP,Approved,-1450,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Regional / Local,800,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-1419.0,-1089.0,-1089.0,-1083.0,0.0
3236,2162082,173641,Cash loans,26776.035,882000.0,1010065.5,,882000.0,SUNDAY,12,Y,1,,,,XNA,Approved,-372,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_action,Cash X-Sell: low,365243.0,-342.0,1428.0,365243.0,365243.0,1.0
3237,1569686,364812,Consumer loans,6168.015,46530.0,46530.0,0.0,46530.0,TUESDAY,13,Y,1,0.0,,,XAP,Approved,-619,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,10.0,high,POS mobile with interest,365243.0,-581.0,-311.0,-311.0,-306.0,0.0
3238,2247930,112571,Consumer loans,12746.835,59807.25,47839.5,11967.75,59807.25,FRIDAY,11,Y,1,0.2179329049115739,,,XAP,Approved,-865,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,4.0,middle,POS mobile without interest,365243.0,-828.0,-738.0,-738.0,-730.0,0.0
3239,2775790,323932,Consumer loans,13939.245,85365.0,85365.0,0.0,85365.0,SUNDAY,16,Y,1,0.0,,,XAP,Approved,-242,XNA,XAP,,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,8.0,high,POS mobile with interest,365243.0,-190.0,20.0,365243.0,365243.0,0.0
3240,1045981,140693,Consumer loans,10591.065,74115.0,75114.0,7425.0,74115.0,THURSDAY,10,Y,1,0.0979718678442917,,,XAP,Approved,-1618,XNA,XAP,Children,New,Mobile,POS,XNA,Country-wide,10,Connectivity,10.0,high,POS mobile with interest,365243.0,-1587.0,-1317.0,-1317.0,-1314.0,0.0
3241,1106525,353638,Consumer loans,6278.4,48600.0,53410.5,0.0,48600.0,WEDNESDAY,14,Y,1,0.0,,,XAP,Approved,-161,Cash through the bank,XAP,,Repeater,Construction Materials,POS,XNA,Stone,150,Consumer electronics,10.0,middle,POS household with interest,365243.0,-124.0,146.0,365243.0,365243.0,0.0
3242,1685584,276767,Consumer loans,9980.55,100305.0,99805.5,10030.5,100305.0,FRIDAY,10,Y,1,0.0994585232859569,,,XAP,Approved,-1016,Cash through the bank,XAP,Family,Refreshed,Consumer Electronics,POS,XNA,Country-wide,1969,Consumer electronics,12.0,middle,POS household with interest,365243.0,-984.0,-654.0,-654.0,-650.0,0.0
3243,2074235,425056,Consumer loans,16142.31,76860.0,82485.0,0.0,76860.0,FRIDAY,17,Y,1,0.0,,,XAP,Approved,-1235,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,1969,Consumer electronics,6.0,high,POS household with interest,365243.0,-1204.0,-1054.0,-1054.0,-1051.0,0.0
3244,1561047,122921,Consumer loans,28124.235,574258.5,624289.5,0.0,574258.5,SATURDAY,14,Y,1,0.0,,,XAP,Approved,-851,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1969,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-820.0,-130.0,-580.0,-577.0,0.0
3245,2383451,119329,Consumer loans,4696.74,40230.0,45423.0,0.0,40230.0,TUESDAY,9,Y,1,0.0,,,XAP,Approved,-858,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,8,Furniture,12.0,middle,POS industry with interest,365243.0,-827.0,-497.0,-707.0,-698.0,0.0
3246,1223435,138489,Cash loans,28409.175,135000.0,139455.0,,135000.0,THURSDAY,18,Y,1,,,,Education,Approved,-771,Cash through the bank,XAP,,Refreshed,XNA,Cash,walk-in,Country-wide,85,Connectivity,6.0,high,Cash Street: high,365243.0,-741.0,-591.0,-741.0,-733.0,1.0
3247,2430637,209870,Consumer loans,7500.195,57015.0,64539.0,0.0,57015.0,SATURDAY,11,Y,1,0.0,,,XAP,Approved,-125,Cash through the bank,XAP,"Spouse, partner",Repeater,Construction Materials,POS,XNA,Stone,100,Construction,10.0,low_normal,POS household with interest,365243.0,-94.0,176.0,365243.0,365243.0,0.0
3248,2644526,345359,Consumer loans,7702.065,59905.35,67811.85,0.0,59905.35,SATURDAY,14,Y,1,0.0,,,XAP,Approved,-256,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,10.0,low_normal,POS mobile without interest,,,,,,
3249,2747685,286818,Consumer loans,6717.375,51691.5,50355.0,5175.0,51691.5,SATURDAY,17,Y,1,0.1014955061146309,,,XAP,Approved,-2516,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,69,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2439.0,-2169.0,-2199.0,-2193.0,1.0
3250,1398743,136314,Consumer loans,3881.25,21285.0,19035.0,2250.0,21285.0,WEDNESDAY,19,Y,1,0.115125888910244,,,XAP,Approved,-1906,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,50,Connectivity,6.0,high,POS mobile with interest,365243.0,-1860.0,-1710.0,-1740.0,-1734.0,0.0
3251,1385273,264841,Consumer loans,9088.83,72652.5,79047.0,0.0,72652.5,SUNDAY,12,Y,1,0.0,,,XAP,Approved,-1152,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,5,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1121.0,-851.0,-851.0,-843.0,0.0
3252,1165540,135248,Consumer loans,11389.905,89055.0,96894.0,0.0,89055.0,SATURDAY,10,Y,1,0.0,,,XAP,Approved,-172,Cash through the bank,XAP,Family,Repeater,Photo / Cinema Equipment,POS,XNA,Stone,30,Consumer electronics,10.0,middle,POS household with interest,365243.0,-138.0,132.0,365243.0,365243.0,0.0
3253,2428287,260082,Consumer loans,7469.415,38655.0,36625.5,3865.5,38655.0,TUESDAY,13,Y,1,0.1039707813857624,,,XAP,Approved,-755,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Stone,30,Connectivity,6.0,high,POS household with interest,365243.0,-722.0,-572.0,-572.0,-568.0,0.0
3254,1055996,204778,Consumer loans,13954.455,212850.0,212850.0,0.0,212850.0,SUNDAY,15,Y,1,0.0,,,XAP,Approved,-947,Cash through the bank,XAP,"Spouse, partner",New,Clothing and Accessories,POS,XNA,Stone,74,Clothing,18.0,low_normal,POS industry with interest,365243.0,-913.0,-403.0,-613.0,-604.0,0.0
3255,1986247,100124,Consumer loans,7598.34,62491.5,62491.5,0.0,62491.5,SATURDAY,20,Y,1,0.0,,,XAP,Approved,-312,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,12.0,high,POS mobile with interest,365243.0,-278.0,52.0,-98.0,-94.0,0.0
3256,1244777,361226,Consumer loans,10764.54,104310.0,115326.0,0.0,104310.0,FRIDAY,19,Y,1,0.0,,,XAP,Approved,-524,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,150,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-493.0,-163.0,-163.0,-158.0,0.0
3257,1339302,289152,Consumer loans,2261.07,23040.0,25776.0,0.0,23040.0,SUNDAY,9,Y,1,0.0,,,XAP,Approved,-240,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,150,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-209.0,121.0,-29.0,-23.0,0.0
3258,2717136,155656,Consumer loans,4590.405,38205.0,43132.5,0.0,38205.0,SUNDAY,17,Y,1,0.0,,,XAP,Approved,-360,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Regional / Local,200,Consumer electronics,12.0,middle,POS household with interest,365243.0,-329.0,1.0,-29.0,-24.0,0.0
3259,2337541,451261,Consumer loans,,59625.0,59625.0,0.0,59625.0,WEDNESDAY,16,Y,1,0.0,,,XAP,Refused,-2358,Cash through the bank,XNA,Other_B,Repeater,Office Appliances,XNA,XNA,Country-wide,2000,Consumer electronics,,XNA,POS household with interest,,,,,,
3260,1073631,140938,Consumer loans,,45539.55,45539.55,0.0,45539.55,SATURDAY,11,Y,1,0.0,,,XAP,Unused offer,-2183,Cash through the bank,CLIENT,"Spouse, partner",New,Consumer Electronics,XNA,XNA,Stone,600,Consumer electronics,,XNA,POS household with interest,,,,,,
3261,1726446,260800,Consumer loans,3337.155,31455.0,27643.5,6300.0,31455.0,SUNDAY,14,Y,1,0.2021380449061742,,,XAP,Approved,-1677,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,-1,Connectivity,12.0,high,POS mobile with interest,365243.0,-1646.0,-1316.0,-1436.0,-1432.0,0.0
3262,2760509,275313,Consumer loans,12848.175,125505.0,124137.0,12550.5,125505.0,SATURDAY,12,Y,1,0.0999991619902731,,,XAP,Approved,-2327,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,240,Consumer electronics,12.0,middle,POS household with interest,365243.0,-2252.0,-1922.0,-1982.0,-1976.0,0.0
3263,1027827,129663,Consumer loans,8060.13,81481.5,78232.5,20790.0,81481.5,SUNDAY,14,Y,1,0.2286571233810497,,,XAP,Approved,-722,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,24,Connectivity,14.0,high,POS mobile with interest,365243.0,-691.0,-301.0,-301.0,-295.0,0.0
3264,2109554,228259,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-210,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3265,1192166,239142,Cash loans,31025.205,981000.0,1123443.0,,981000.0,SUNDAY,12,Y,1,,,,XNA,Refused,-207,Cash through the bank,HC,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
3266,2009223,203951,Cash loans,,0.0,0.0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-318,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3267,1119892,410094,Cash loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XNA,Canceled,-271,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3268,1628533,277708,Cash loans,19050.12,463500.0,647046.0,,463500.0,TUESDAY,11,Y,1,,,,XNA,Refused,-160,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
3269,1580264,240545,Cash loans,,0.0,0.0,,,SATURDAY,13,Y,1,,,,XNA,Canceled,-303,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3270,2325381,148262,Cash loans,,0.0,0.0,,,WEDNESDAY,13,Y,1,,,,XNA,Canceled,-125,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
3271,1779872,213985,Revolving loans,45000.0,0.0,900000.0,,,FRIDAY,10,Y,1,,,,XAP,Approved,-809,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-703.0,-673.0,365243.0,365243.0,365243.0,0.0
3272,1908691,239737,Revolving loans,,0.0,0.0,,,SATURDAY,6,Y,1,,,,XAP,Refused,-301,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
3273,1169263,138890,Revolving loans,12375.0,247500.0,247500.0,,247500.0,FRIDAY,6,Y,1,,,,XAP,Approved,-333,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-330.0,-293.0,365243.0,365243.0,365243.0,0.0
3274,1243963,407178,Consumer loans,22240.89,116280.0,122418.0,0.0,116280.0,SUNDAY,17,Y,1,0.0,,,XAP,Approved,-244,Cash through the bank,XAP,"Spouse, partner",Repeater,Computers,POS,XNA,Country-wide,150,Consumer electronics,6.0,middle,POS household with interest,365243.0,-214.0,-64.0,-64.0,-62.0,1.0
3275,2317632,360131,Consumer loans,6973.65,62775.0,69403.5,0.0,62775.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-895,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,139,Consumer electronics,12.0,middle,POS household with interest,365243.0,-864.0,-534.0,-534.0,-527.0,0.0
3276,2013941,100553,Consumer loans,8075.7,74610.0,72688.5,7461.0,74610.0,SUNDAY,15,Y,1,0.1013818835142736,,,XAP,Approved,-2746,Cash through the bank,XAP,Other_A,New,Photo / Cinema Equipment,POS,XNA,Country-wide,1500,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2715.0,-2445.0,-2535.0,-2529.0,1.0
3277,2290506,138278,Cash loans,13740.435,121500.0,121500.0,0.0,121500.0,THURSDAY,9,Y,1,0.0,,,XNA,Approved,-2005,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,high,Cash Street: high,365243.0,-1975.0,-1645.0,-1645.0,-1638.0,0.0
